STATE,DISTRICT,YEAR,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
KERALA,KANNUR,2004,33,2,0,92,7,193,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2459,42_District_wise_crimes_committed_against_women_2001_2012.csv::2459,False,UNIQUE,KANNUR,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,KASARGOD,2004,29,3,1,73,2,92,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2460,42_District_wise_crimes_committed_against_women_2001_2012.csv::2460,False,UNIQUE,KASARGOD,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,KOLLAM,2004,55,12,3,287,24,337,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2461,42_District_wise_crimes_committed_against_women_2001_2012.csv::2461,False,UNIQUE,KOLLAM,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,KOTTAYAM,2004,28,8,1,159,12,139,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2462,42_District_wise_crimes_committed_against_women_2001_2012.csv::2462,False,UNIQUE,KOTTAYAM,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,KOZHIKODE COMMR.,2004,13,5,3,65,7,147,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2463,42_District_wise_crimes_committed_against_women_2001_2012.csv::2463,False,UNIQUE,KOZHIKODE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,KOZHIKODE RURAL,2004,30,7,5,96,9,241,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2464,42_District_wise_crimes_committed_against_women_2001_2012.csv::2464,False,UNIQUE,KOZHIKODE RURAL,SPECIAL_UNIT,VALID
KERALA,MALAPPURAM,2004,57,6,0,133,10,516,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2465,42_District_wise_crimes_committed_against_women_2001_2012.csv::2465,False,UNIQUE,MALAPPURAM,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,PALAKKAD,2004,36,5,1,102,3,233,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2466,42_District_wise_crimes_committed_against_women_2001_2012.csv::2466,False,UNIQUE,PALAKKAD,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,PATHANAMTHITTA,2004,18,18,1,139,6,138,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2467,42_District_wise_crimes_committed_against_women_2001_2012.csv::2467,False,UNIQUE,PATHANAMTHITTA,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,RAILWAYS,2004,0,1,0,3,1,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2468,42_District_wise_crimes_committed_against_women_2001_2012.csv::2468,False,UNIQUE,RAILWAYS,SPECIAL_UNIT,VALID
KERALA,THRISSUR,2004,41,10,2,175,10,244,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2469,42_District_wise_crimes_committed_against_women_2001_2012.csv::2469,False,UNIQUE,THRISSUR,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,TRIVANDRUM COMMR.,2004,18,17,0,172,4,95,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2470,42_District_wise_crimes_committed_against_women_2001_2012.csv::2470,False,UNIQUE,TRIVANDRUM COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,TRIVANDRUM RURAL,2004,42,17,5,273,11,268,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2471,42_District_wise_crimes_committed_against_women_2001_2012.csv::2471,False,UNIQUE,TRIVANDRUM RURAL,SPECIAL_UNIT,VALID
KERALA,WAYANADU,2004,25,3,3,58,5,63,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2472,42_District_wise_crimes_committed_against_women_2001_2012.csv::2472,False,UNIQUE,WAYANADU,DISTRICT_OR_REPORTING_UNIT,VALID
KERALA,TOTAL,2004,480,142,31,2260,133,3222,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2473,42_District_wise_crimes_committed_against_women_2001_2012.csv::2473,False,UNIQUE,TOTAL,AGGREGATE,VALID
MADHYA PRADESH,ANUPPUR,2004,28,3,4,74,7,35,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2474,42_District_wise_crimes_committed_against_women_2001_2012.csv::2474,False,UNIQUE,ANUPPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,ASHOK NAGAR,2004,35,3,4,89,11,14,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2475,42_District_wise_crimes_committed_against_women_2001_2012.csv::2475,False,UNIQUE,ASHOK NAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BALAGHAT,2004,86,6,13,175,19,69,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2476,42_District_wise_crimes_committed_against_women_2001_2012.csv::2476,False,UNIQUE,BALAGHAT,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BARWANI,2004,30,1,4,83,7,22,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2477,42_District_wise_crimes_committed_against_women_2001_2012.csv::2477,False,UNIQUE,BARWANI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BETUL,2004,110,15,18,125,16,76,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2478,42_District_wise_crimes_committed_against_women_2001_2012.csv::2478,False,UNIQUE,BETUL,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BHIND,2004,29,13,35,75,2,75,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2479,42_District_wise_crimes_committed_against_women_2001_2012.csv::2479,False,UNIQUE,BHIND,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BHOPAL,2004,84,38,29,251,30,152,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2480,42_District_wise_crimes_committed_against_women_2001_2012.csv::2480,False,UNIQUE,BHOPAL,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BHOPAL RLY.,2004,1,0,0,9,1,1,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2481,42_District_wise_crimes_committed_against_women_2001_2012.csv::2481,False,UNIQUE,BHOPAL RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,BURHANPUR,2004,18,2,3,64,11,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2482,42_District_wise_crimes_committed_against_women_2001_2012.csv::2482,False,UNIQUE,BURHANPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,CHHATARPUR,2004,62,14,17,160,20,55,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2483,42_District_wise_crimes_committed_against_women_2001_2012.csv::2483,False,UNIQUE,CHHATARPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,CHHINDWARA,2004,132,12,8,204,31,138,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2484,42_District_wise_crimes_committed_against_women_2001_2012.csv::2484,False,UNIQUE,CHHINDWARA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,DAMOH,2004,54,2,23,150,0,52,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2485,42_District_wise_crimes_committed_against_women_2001_2012.csv::2485,False,UNIQUE,DAMOH,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,DATIYA,2004,25,11,6,71,0,32,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2486,42_District_wise_crimes_committed_against_women_2001_2012.csv::2486,False,UNIQUE,DATIYA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,DEWAS,2004,82,21,16,193,55,216,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2487,42_District_wise_crimes_committed_against_women_2001_2012.csv::2487,False,UNIQUE,DEWAS,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,DHAR,2004,109,29,48,154,18,112,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2488,42_District_wise_crimes_committed_against_women_2001_2012.csv::2488,False,UNIQUE,DHAR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,DINDORI,2004,34,3,1,61,4,11,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2489,42_District_wise_crimes_committed_against_women_2001_2012.csv::2489,False,UNIQUE,DINDORI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,GUNA,2004,78,4,10,161,13,42,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2490,42_District_wise_crimes_committed_against_women_2001_2012.csv::2490,False,UNIQUE,GUNA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,GWALIOR,2004,58,34,31,180,9,147,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2491,42_District_wise_crimes_committed_against_women_2001_2012.csv::2491,False,UNIQUE,GWALIOR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,HARDA,2004,31,3,5,30,3,14,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2492,42_District_wise_crimes_committed_against_women_2001_2012.csv::2492,False,UNIQUE,HARDA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,HOSHANGABAD,2004,51,14,8,132,11,71,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2493,42_District_wise_crimes_committed_against_women_2001_2012.csv::2493,False,UNIQUE,HOSHANGABAD,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,INDORE,2004,97,30,35,269,69,294,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2494,42_District_wise_crimes_committed_against_women_2001_2012.csv::2494,False,UNIQUE,INDORE,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,INDORE RLY.,2004,1,0,0,5,0,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2495,42_District_wise_crimes_committed_against_women_2001_2012.csv::2495,False,UNIQUE,INDORE RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,JABALPUR,2004,102,26,42,227,113,115,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2496,42_District_wise_crimes_committed_against_women_2001_2012.csv::2496,False,UNIQUE,JABALPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,JABALPUR RLY.,2004,7,0,0,5,2,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2497,42_District_wise_crimes_committed_against_women_2001_2012.csv::2497,False,UNIQUE,JABALPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,JHABUA,2004,22,42,1,73,0,12,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2498,42_District_wise_crimes_committed_against_women_2001_2012.csv::2498,False,UNIQUE,JHABUA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,KATNI,2004,30,3,19,130,11,67,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2499,42_District_wise_crimes_committed_against_women_2001_2012.csv::2499,False,UNIQUE,KATNI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,KHANDWA,2004,57,12,12,188,37,49,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2500,42_District_wise_crimes_committed_against_women_2001_2012.csv::2500,False,UNIQUE,KHANDWA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,KHARGON,2004,63,15,12,194,25,77,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2501,42_District_wise_crimes_committed_against_women_2001_2012.csv::2501,False,UNIQUE,KHARGON,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,MANDLA,2004,44,2,6,110,16,30,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2502,42_District_wise_crimes_committed_against_women_2001_2012.csv::2502,False,UNIQUE,MANDLA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,MANDSAUR,2004,40,9,8,128,20,68,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2503,42_District_wise_crimes_committed_against_women_2001_2012.csv::2503,False,UNIQUE,MANDSAUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,MORENA,2004,55,11,33,89,3,62,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2504,42_District_wise_crimes_committed_against_women_2001_2012.csv::2504,False,UNIQUE,MORENA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,NARSINGHPUR,2004,42,4,18,130,10,48,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2505,42_District_wise_crimes_committed_against_women_2001_2012.csv::2505,False,UNIQUE,NARSINGHPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,NEEMUCH,2004,23,5,4,62,10,60,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2506,42_District_wise_crimes_committed_against_women_2001_2012.csv::2506,False,UNIQUE,NEEMUCH,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,PANNA,2004,34,0,15,65,0,28,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2507,42_District_wise_crimes_committed_against_women_2001_2012.csv::2507,False,UNIQUE,PANNA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,RAISEN,2004,67,8,15,198,0,66,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2508,42_District_wise_crimes_committed_against_women_2001_2012.csv::2508,False,UNIQUE,RAISEN,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,RAJGARH,2004,98,14,4,193,31,126,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2509,42_District_wise_crimes_committed_against_women_2001_2012.csv::2509,False,UNIQUE,RAJGARH,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,RATLAM,2004,71,16,5,109,30,60,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2510,42_District_wise_crimes_committed_against_women_2001_2012.csv::2510,False,UNIQUE,RATLAM,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,REWA,2004,52,18,39,123,3,50,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2511,42_District_wise_crimes_committed_against_women_2001_2012.csv::2511,False,UNIQUE,REWA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SAGAR,2004,141,23,40,338,26,161,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2512,42_District_wise_crimes_committed_against_women_2001_2012.csv::2512,False,UNIQUE,SAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SATNA,2004,64,3,33,180,6,64,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2513,42_District_wise_crimes_committed_against_women_2001_2012.csv::2513,False,UNIQUE,SATNA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SEONI,2004,74,10,17,117,11,23,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2514,42_District_wise_crimes_committed_against_women_2001_2012.csv::2514,False,UNIQUE,SEONI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SHAHDOL,2004,47,9,8,135,0,72,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2515,42_District_wise_crimes_committed_against_women_2001_2012.csv::2515,False,UNIQUE,SHAHDOL,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SHAJAPUR,2004,74,11,15,180,28,96,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2516,42_District_wise_crimes_committed_against_women_2001_2012.csv::2516,False,UNIQUE,SHAJAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SHEOPUR,2004,21,3,3,51,0,22,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2517,42_District_wise_crimes_committed_against_women_2001_2012.csv::2517,False,UNIQUE,SHEOPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SHIVPURI,2004,61,13,7,113,0,36,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2518,42_District_wise_crimes_committed_against_women_2001_2012.csv::2518,False,UNIQUE,SHIVPURI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SIDHI,2004,51,22,17,161,2,59,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2519,42_District_wise_crimes_committed_against_women_2001_2012.csv::2519,False,UNIQUE,SIDHI,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,SIHORE,2004,62,4,6,90,14,46,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2520,42_District_wise_crimes_committed_against_women_2001_2012.csv::2520,False,UNIQUE,SIHORE,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,TIKAMGARH,2004,43,5,24,133,7,37,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2521,42_District_wise_crimes_committed_against_women_2001_2012.csv::2521,False,UNIQUE,TIKAMGARH,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,UJJAIN,2004,65,27,13,187,36,192,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2522,42_District_wise_crimes_committed_against_women_2001_2012.csv::2522,False,UNIQUE,UJJAIN,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,UMARIYA,2004,30,1,6,63,8,24,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2523,42_District_wise_crimes_committed_against_women_2001_2012.csv::2523,False,UNIQUE,UMARIYA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,VIDISHA,2004,100,10,11,203,18,58,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2524,42_District_wise_crimes_committed_against_women_2001_2012.csv::2524,False,UNIQUE,VIDISHA,DISTRICT_OR_REPORTING_UNIT,VALID
MADHYA PRADESH,TOTAL,2004,2875,584,751,6690,804,3436,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2525,42_District_wise_crimes_committed_against_women_2001_2012.csv::2525,False,UNIQUE,TOTAL,AGGREGATE,VALID
MAHARASHTRA,AHMEDNAGAR,2004,41,13,0,73,0,277,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2526,42_District_wise_crimes_committed_against_women_2001_2012.csv::2526,False,UNIQUE,AHMEDNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,AKOLA,2004,38,21,6,94,15,147,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2527,42_District_wise_crimes_committed_against_women_2001_2012.csv::2527,False,UNIQUE,AKOLA,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,AMRAVATI COMMR.,2004,17,18,1,40,20,54,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2528,42_District_wise_crimes_committed_against_women_2001_2012.csv::2528,False,UNIQUE,AMRAVATI COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,AMRAVATI RURAL,2004,56,19,9,127,24,104,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2529,42_District_wise_crimes_committed_against_women_2001_2012.csv::2529,False,UNIQUE,AMRAVATI RURAL,SPECIAL_UNIT,VALID
MAHARASHTRA,AURANGABAD COMMR.,2004,12,14,5,21,7,132,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2530,42_District_wise_crimes_committed_against_women_2001_2012.csv::2530,False,UNIQUE,AURANGABAD COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,AURANGABAD RURAL,2004,10,6,20,57,16,225,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2531,42_District_wise_crimes_committed_against_women_2001_2012.csv::2531,False,UNIQUE,AURANGABAD RURAL,SPECIAL_UNIT,VALID
MAHARASHTRA,BEED,2004,24,16,4,82,13,246,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2532,42_District_wise_crimes_committed_against_women_2001_2012.csv::2532,False,UNIQUE,BEED,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,BHANDARA,2004,36,16,1,66,39,52,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2533,42_District_wise_crimes_committed_against_women_2001_2012.csv::2533,False,UNIQUE,BHANDARA,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,BULDHANA,2004,39,16,18,106,33,195,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2534,42_District_wise_crimes_committed_against_women_2001_2012.csv::2534,False,UNIQUE,BULDHANA,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,CHANDRAPUR,2004,31,17,3,93,27,94,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2535,42_District_wise_crimes_committed_against_women_2001_2012.csv::2535,False,UNIQUE,CHANDRAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,DHULE,2004,11,3,1,24,9,96,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2536,42_District_wise_crimes_committed_against_women_2001_2012.csv::2536,False,UNIQUE,DHULE,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,GADCHIROLI,2004,31,8,3,44,11,46,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2537,42_District_wise_crimes_committed_against_women_2001_2012.csv::2537,False,UNIQUE,GADCHIROLI,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,GONDIA,2004,30,19,2,85,10,54,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2538,42_District_wise_crimes_committed_against_women_2001_2012.csv::2538,False,UNIQUE,GONDIA,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,HINGOLI,2004,13,12,1,29,11,85,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2539,42_District_wise_crimes_committed_against_women_2001_2012.csv::2539,False,UNIQUE,HINGOLI,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,JALGAON,2004,36,12,6,83,38,323,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2540,42_District_wise_crimes_committed_against_women_2001_2012.csv::2540,False,UNIQUE,JALGAON,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,JALNA,2004,10,6,24,49,12,226,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2541,42_District_wise_crimes_committed_against_women_2001_2012.csv::2541,False,UNIQUE,JALNA,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,KOLHAPUR,2004,15,14,29,34,15,78,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2542,42_District_wise_crimes_committed_against_women_2001_2012.csv::2542,False,UNIQUE,KOLHAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,LATUR,2004,22,19,39,36,0,82,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2543,42_District_wise_crimes_committed_against_women_2001_2012.csv::2543,False,UNIQUE,LATUR,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,MUMBAI,2004,187,113,13,321,78,248,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2544,42_District_wise_crimes_committed_against_women_2001_2012.csv::2544,False,UNIQUE,MUMBAI,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,MUMBAI RLY.,2004,1,1,0,9,3,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2545,42_District_wise_crimes_committed_against_women_2001_2012.csv::2545,False,UNIQUE,MUMBAI RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NAGPUR COMMR.,2004,41,38,9,41,52,156,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2546,42_District_wise_crimes_committed_against_women_2001_2012.csv::2546,False,UNIQUE,NAGPUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NAGPUR RLY.,2004,2,0,0,5,1,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2547,42_District_wise_crimes_committed_against_women_2001_2012.csv::2547,False,UNIQUE,NAGPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NAGPUR RURAL,2004,48,22,8,104,44,83,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2548,42_District_wise_crimes_committed_against_women_2001_2012.csv::2548,False,UNIQUE,NAGPUR RURAL,SPECIAL_UNIT,VALID
MAHARASHTRA,NANDED,2004,31,16,16,78,12,198,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2549,42_District_wise_crimes_committed_against_women_2001_2012.csv::2549,False,UNIQUE,NANDED,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NANDURBAR,2004,20,8,1,30,6,82,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2550,42_District_wise_crimes_committed_against_women_2001_2012.csv::2550,False,UNIQUE,NANDURBAR,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NASIK COMMR.,2004,15,12,4,26,15,126,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2551,42_District_wise_crimes_committed_against_women_2001_2012.csv::2551,False,UNIQUE,NASIK COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,NASIK RURAL,2004,33,18,11,86,43,371,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2552,42_District_wise_crimes_committed_against_women_2001_2012.csv::2552,False,UNIQUE,NASIK RURAL,SPECIAL_UNIT,VALID
MAHARASHTRA,NAVI MUMBAI,2004,17,14,2,33,5,51,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2553,42_District_wise_crimes_committed_against_women_2001_2012.csv::2553,False,UNIQUE,NAVI MUMBAI,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,OSMANABAD,2004,26,11,1,35,9,105,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2554,42_District_wise_crimes_committed_against_women_2001_2012.csv::2554,False,UNIQUE,OSMANABAD,DISTRICT_OR_REPORTING_UNIT,VALID
MAHARASHTRA,PARBHANI,2004,13,8,4,45,7,132,0,WOMEN,42_District_wise_crimes_committed_against_women_2001_2012.csv,2555,42_District_wise_crimes_committed_against_women_2001_2012.csv::2555,False,UNIQUE,PARBHANI,DISTRICT_OR_REPORTING_UNIT,VALID
