STATE,DISTRICT,YEAR,"Protection of Civil Rights Act, 1955",POA_Murder,POA_Attempt to commit Murder,POA_Rape,POA_Attempt to commit Rape,POA_Assault on women with intent to outrage her Modesty,POA_Sexual Harassment,POA_Assault on women with intent to Disrobe,POA_Voyeurism,POA_Stalking,POA_Other Sexual Harassment,POA_Insult to the Modesty of women,POA_Kidnapping & Abduction_GrandTotal,POA_Kidnaping & Abduction_Total,POA_Kidnaping & Abduction in order to Murder,POA_Kidnapping for Ransom,POA_Kidnapping & Abduction of Women to compel her for marriage,POA_Other Kidnapping,POA_Dacoity,POA_Dacoity with Murder,POA_Other Dacoity,POA_Robbery,POA_Arson,POA_Grievous Hurt,POA_Hurt,POA_Acid attack,POA_Attempt to Acid Attack,POA_Riots,POA_Other IPC crimes,POA_SC / ST (Prevention of Atrocities) Act only,"Total of SC/ST (Prevention of Atrocities) Act ,1989",IPC_Murder,IPC_Attempt to commit Murder,IPC_Rape,IPC_Attempt to commit Rape,IPC_Assault on women with intent to outrage her Modesty,IPC_Sexual Harassment,IPC_Assault on women with intent to Disrobe,IPC_Voyeurism,IPC_Stalking,IPC_Other Sexual Harassment,IPC_Insult to the Modesty of women,IPC_Kidnapping & Abduction,IPC_Kidnaping & Abduction,IPC_Kidnaping & Abduction in order to Murder,IPC_Kidnapping for Ransom,IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_Other Kidnapping,IPC_Dacoity,IPC_Dacoity with Murder,IPC_Other Dacoity,IPC_Robbery,IPC_Arson,IPC_Grievous Hurt,IPC_Hurt,IPC_Acid attack,IPC_Attempt to Acid Attack,IPC_Riots,IPC_Other IPC crimes,Total IPC Crimes against STs,"Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",Other SLL Crime against STs,Total crimes against STs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Gujarat,Bhavnagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,156,02_District_wise_crimes_committed_against_ST_2014.csv::156,False,UNIQUE,Bhavnagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Botad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,157,02_District_wise_crimes_committed_against_ST_2014.csv::157,False,UNIQUE,Botad,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Chhotaudepur,2014,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2014.csv,158,02_District_wise_crimes_committed_against_ST_2014.csv::158,False,UNIQUE,Chhotaudepur,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,C. I. D. Crime,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,159,02_District_wise_crimes_committed_against_ST_2014.csv::159,False,UNIQUE,C. I. D. Crime,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Dahod,2014,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv,160,02_District_wise_crimes_committed_against_ST_2014.csv::160,False,UNIQUE,Dahod,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Dang,2014,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2014.csv,161,02_District_wise_crimes_committed_against_ST_2014.csv::161,False,UNIQUE,Dang,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Devbhumi Dwarka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,162,02_District_wise_crimes_committed_against_ST_2014.csv::162,False,UNIQUE,Devbhumi Dwarka,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Gandhinagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2014.csv,163,02_District_wise_crimes_committed_against_ST_2014.csv::163,False,UNIQUE,Gandhinagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Gir Somnath,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2014.csv,164,02_District_wise_crimes_committed_against_ST_2014.csv::164,False,UNIQUE,Gir Somnath,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Jamnagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,165,02_District_wise_crimes_committed_against_ST_2014.csv::165,False,UNIQUE,Jamnagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Junagadh,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2014.csv,166,02_District_wise_crimes_committed_against_ST_2014.csv::166,False,UNIQUE,Junagadh,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kachchh East(G),2014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2014.csv,167,02_District_wise_crimes_committed_against_ST_2014.csv::167,False,UNIQUE,Kachchh East(G),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kachchh West(B),2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,168,02_District_wise_crimes_committed_against_ST_2014.csv::168,False,UNIQUE,Kachchh West(B),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kheda,2014,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2014.csv,169,02_District_wise_crimes_committed_against_ST_2014.csv::169,False,UNIQUE,Kheda,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Mahisagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2014.csv,170,02_District_wise_crimes_committed_against_ST_2014.csv::170,False,UNIQUE,Mahisagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Mehsana,2014,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,ST,02_District_wise_crimes_committed_against_ST_2014.csv,171,02_District_wise_crimes_committed_against_ST_2014.csv::171,False,UNIQUE,Mehsana,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Morbi,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2014.csv,172,02_District_wise_crimes_committed_against_ST_2014.csv::172,False,UNIQUE,Morbi,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Narmada,2014,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2014.csv,173,02_District_wise_crimes_committed_against_ST_2014.csv::173,False,UNIQUE,Narmada,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Navsari,2014,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,ST,02_District_wise_crimes_committed_against_ST_2014.csv,174,02_District_wise_crimes_committed_against_ST_2014.csv::174,False,UNIQUE,Navsari,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Panchmahal,2014,0,3,1,4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,ST,02_District_wise_crimes_committed_against_ST_2014.csv,175,02_District_wise_crimes_committed_against_ST_2014.csv::175,False,UNIQUE,Panchmahal,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Patan,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,176,02_District_wise_crimes_committed_against_ST_2014.csv::176,False,UNIQUE,Patan,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Porbandar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,177,02_District_wise_crimes_committed_against_ST_2014.csv::177,False,UNIQUE,Porbandar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Sabarkantha,2014,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv,180,02_District_wise_crimes_committed_against_ST_2014.csv::180,False,UNIQUE,Sabarkantha,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Surendranagar,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,183,02_District_wise_crimes_committed_against_ST_2014.csv::183,False,UNIQUE,Surendranagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Tapi,2014,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2014.csv,184,02_District_wise_crimes_committed_against_ST_2014.csv::184,False,UNIQUE,Tapi,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Valsad,2014,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv,187,02_District_wise_crimes_committed_against_ST_2014.csv::187,False,UNIQUE,Valsad,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.Rly  Ahmedabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,188,02_District_wise_crimes_committed_against_ST_2014.csv::188,False,UNIQUE,W.Rly  Ahmedabad,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.Rly Vadodara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,189,02_District_wise_crimes_committed_against_ST_2014.csv::189,False,UNIQUE,W.Rly Vadodara,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Bhiwani,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,193,02_District_wise_crimes_committed_against_ST_2014.csv::193,False,UNIQUE,Bhiwani,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Faridabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,194,02_District_wise_crimes_committed_against_ST_2014.csv::194,False,UNIQUE,Faridabad,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Fatehabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,195,02_District_wise_crimes_committed_against_ST_2014.csv::195,False,UNIQUE,Fatehabad,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,196,02_District_wise_crimes_committed_against_ST_2014.csv::196,False,UNIQUE,G. R. P.,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Gurgaon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,197,02_District_wise_crimes_committed_against_ST_2014.csv::197,False,UNIQUE,Gurgaon,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Hissar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,198,02_District_wise_crimes_committed_against_ST_2014.csv::198,False,UNIQUE,Hissar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Jhajjar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,199,02_District_wise_crimes_committed_against_ST_2014.csv::199,False,UNIQUE,Jhajjar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Jind,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,200,02_District_wise_crimes_committed_against_ST_2014.csv::200,False,UNIQUE,Jind,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Kaithal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,201,02_District_wise_crimes_committed_against_ST_2014.csv::201,False,UNIQUE,Kaithal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Karnal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,202,02_District_wise_crimes_committed_against_ST_2014.csv::202,False,UNIQUE,Karnal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Kurukshetra,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,203,02_District_wise_crimes_committed_against_ST_2014.csv::203,False,UNIQUE,Kurukshetra,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Mahendergarh,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,204,02_District_wise_crimes_committed_against_ST_2014.csv::204,False,UNIQUE,Mahendergarh,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Mewat,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,205,02_District_wise_crimes_committed_against_ST_2014.csv::205,False,UNIQUE,Mewat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Palwal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,206,02_District_wise_crimes_committed_against_ST_2014.csv::206,False,UNIQUE,Palwal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Panchkula,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,207,02_District_wise_crimes_committed_against_ST_2014.csv::207,False,UNIQUE,Panchkula,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Panipat,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,208,02_District_wise_crimes_committed_against_ST_2014.csv::208,False,UNIQUE,Panipat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Rewari,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,209,02_District_wise_crimes_committed_against_ST_2014.csv::209,False,UNIQUE,Rewari,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Rohtak,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,210,02_District_wise_crimes_committed_against_ST_2014.csv::210,False,UNIQUE,Rohtak,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Sirsa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,211,02_District_wise_crimes_committed_against_ST_2014.csv::211,False,UNIQUE,Sirsa,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Sonipat,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,212,02_District_wise_crimes_committed_against_ST_2014.csv::212,False,UNIQUE,Sonipat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Yamunanagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,213,02_District_wise_crimes_committed_against_ST_2014.csv::213,False,UNIQUE,Yamunanagar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,214,02_District_wise_crimes_committed_against_ST_2014.csv::214,False,UNIQUE,Irrigation & Power,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Baddi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,216,02_District_wise_crimes_committed_against_ST_2014.csv::216,False,UNIQUE,Baddi,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Bilaspur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,217,02_District_wise_crimes_committed_against_ST_2014.csv::217,False,UNIQUE,Bilaspur,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Chamba,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,218,02_District_wise_crimes_committed_against_ST_2014.csv::218,False,UNIQUE,Chamba,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,C. I. D.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,219,02_District_wise_crimes_committed_against_ST_2014.csv::219,False,UNIQUE,C. I. D.,DISTRICT_OR_REPORTING_UNIT,VALID
