STATE,DISTRICT,YEAR,"Protection of Civil Rights Act, 1955",POA_Murder,POA_Attempt to commit Murder,POA_Rape,POA_Attempt to commit Rape,POA_Assault on women with intent to outrage her Modesty,POA_Sexual Harassment,POA_Assault on women with intent to Disrobe,POA_Voyeurism,POA_Stalking,POA_Other Sexual Harassment,POA_Insult to the Modesty of women,POA_Kidnapping & Abduction_GrandTotal,POA_Kidnaping & Abduction_Total,POA_Kidnaping & Abduction in order to Murder,POA_Kidnapping for Ransom,POA_Kidnapping & Abduction of Women to compel her for marriage,POA_Other Kidnapping,POA_Dacoity,POA_Dacoity with Murder,POA_Other Dacoity,POA_Robbery,POA_Arson,POA_Grievous Hurt,POA_Hurt,POA_Acid attack,POA_Attempt to Acid Attack,POA_Riots,POA_Other IPC crimes,POA_SC / ST (Prevention of Atrocities) Act only,"Total of SC/ST (Prevention of Atrocities) Act ,1989",IPC_Murder,IPC_Attempt to commit Murder,IPC_Rape,IPC_Attempt to commit Rape,IPC_Assault on women with intent to outrage her Modesty,IPC_Sexual Harassment,IPC_Assault on women with intent to Disrobe,IPC_Voyeurism,IPC_Stalking,IPC_Other Sexual Harassment,IPC_Insult to the Modesty of women,IPC_Kidnapping & Abduction,IPC_Kidnaping & Abduction,IPC_Kidnaping & Abduction in order to Murder,IPC_Kidnapping for Ransom,IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_Other Kidnapping,IPC_Dacoity,IPC_Dacoity with Murder,IPC_Other Dacoity,IPC_Robbery,IPC_Arson,IPC_Grievous Hurt,IPC_Hurt,IPC_Acid attack,IPC_Attempt to Acid Attack,IPC_Riots,IPC_Other IPC crimes,Total IPC Crimes against STs,"Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",Other SLL Crime against STs,Total crimes against STs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Andhra Pradesh,Anantapur,2014,0,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,ST,02_District_wise_crimes_committed_against_ST_2014.csv,0,02_District_wise_crimes_committed_against_ST_2014.csv::0,False,UNIQUE,Anantapur,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Chittoor,2014,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,ST,02_District_wise_crimes_committed_against_ST_2014.csv,1,02_District_wise_crimes_committed_against_ST_2014.csv::1,False,UNIQUE,Chittoor,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Cuddapah,2014,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,ST,02_District_wise_crimes_committed_against_ST_2014.csv,2,02_District_wise_crimes_committed_against_ST_2014.csv::2,False,UNIQUE,Cuddapah,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,East Godavari,2014,0,1,0,7,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,ST,02_District_wise_crimes_committed_against_ST_2014.csv,3,02_District_wise_crimes_committed_against_ST_2014.csv::3,False,UNIQUE,East Godavari,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Guntur,2014,0,0,3,2,0,2,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,33,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,ST,02_District_wise_crimes_committed_against_ST_2014.csv,5,02_District_wise_crimes_committed_against_ST_2014.csv::5,False,UNIQUE,Guntur,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Krishna,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,2,1,1,0,4,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,0,0,62,ST,02_District_wise_crimes_committed_against_ST_2014.csv,7,02_District_wise_crimes_committed_against_ST_2014.csv::7,False,UNIQUE,Krishna,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Kurnool,2014,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,ST,02_District_wise_crimes_committed_against_ST_2014.csv,8,02_District_wise_crimes_committed_against_ST_2014.csv::8,False,UNIQUE,Kurnool,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Nellore,2014,1,0,1,2,0,7,2,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,77,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,ST,02_District_wise_crimes_committed_against_ST_2014.csv,9,02_District_wise_crimes_committed_against_ST_2014.csv::9,False,UNIQUE,Nellore,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Prakasham,2014,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,19,2,30,0,2,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,60,ST,02_District_wise_crimes_committed_against_ST_2014.csv,10,02_District_wise_crimes_committed_against_ST_2014.csv::10,False,UNIQUE,Prakasham,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Rajahmundry,2014,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,14,ST,02_District_wise_crimes_committed_against_ST_2014.csv,11,02_District_wise_crimes_committed_against_ST_2014.csv::11,False,UNIQUE,Rajahmundry,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Srikakulam,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2014.csv,12,02_District_wise_crimes_committed_against_ST_2014.csv::12,False,UNIQUE,Srikakulam,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Visakhapatnam,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2014.csv,17,02_District_wise_crimes_committed_against_ST_2014.csv::17,False,UNIQUE,Visakhapatnam,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Vizianagaram,2014,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ST,02_District_wise_crimes_committed_against_ST_2014.csv,18,02_District_wise_crimes_committed_against_ST_2014.csv::18,False,UNIQUE,Vizianagaram,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,West Godavari,2014,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,ST,02_District_wise_crimes_committed_against_ST_2014.csv,19,02_District_wise_crimes_committed_against_ST_2014.csv::19,False,UNIQUE,West Godavari,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Anjaw,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,21,02_District_wise_crimes_committed_against_ST_2014.csv::21,False,UNIQUE,Anjaw,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Changlang,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,22,02_District_wise_crimes_committed_against_ST_2014.csv::22,False,UNIQUE,Changlang,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,23,02_District_wise_crimes_committed_against_ST_2014.csv::23,False,UNIQUE,Crime Branch,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Dibang Valley,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,24,02_District_wise_crimes_committed_against_ST_2014.csv::24,False,UNIQUE,Dibang Valley,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kameng East,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,25,02_District_wise_crimes_committed_against_ST_2014.csv::25,False,UNIQUE,Kameng East,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kameng West,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,26,02_District_wise_crimes_committed_against_ST_2014.csv::26,False,UNIQUE,Kameng West,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kukung Kumey,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,27,02_District_wise_crimes_committed_against_ST_2014.csv::27,False,UNIQUE,Kukung Kumey,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Lohit,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,28,02_District_wise_crimes_committed_against_ST_2014.csv::28,False,UNIQUE,Lohit,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Longding,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,29,02_District_wise_crimes_committed_against_ST_2014.csv::29,False,UNIQUE,Longding,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Lower Dibang Valley,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,30,02_District_wise_crimes_committed_against_ST_2014.csv::30,False,UNIQUE,Lower Dibang Valley,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang East,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,33,02_District_wise_crimes_committed_against_ST_2014.csv::33,False,UNIQUE,Siang East,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang Upper,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,34,02_District_wise_crimes_committed_against_ST_2014.csv::34,False,UNIQUE,Siang Upper,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang West,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,35,02_District_wise_crimes_committed_against_ST_2014.csv::35,False,UNIQUE,Siang West,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Subansiri Lower,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,36,02_District_wise_crimes_committed_against_ST_2014.csv::36,False,UNIQUE,Subansiri Lower,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Subansiri Upper,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,37,02_District_wise_crimes_committed_against_ST_2014.csv::37,False,UNIQUE,Subansiri Upper,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Tawang,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,38,02_District_wise_crimes_committed_against_ST_2014.csv::38,False,UNIQUE,Tawang,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Tirap,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,39,02_District_wise_crimes_committed_against_ST_2014.csv::39,False,UNIQUE,Tirap,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Barpeta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,41,02_District_wise_crimes_committed_against_ST_2014.csv::41,False,UNIQUE,Barpeta,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Baska,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,42,02_District_wise_crimes_committed_against_ST_2014.csv::42,False,UNIQUE,Baska,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Bongaigaon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,43,02_District_wise_crimes_committed_against_ST_2014.csv::43,False,UNIQUE,Bongaigaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Cachar,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv,44,02_District_wise_crimes_committed_against_ST_2014.csv::44,False,UNIQUE,Cachar,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Chirang,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,45,02_District_wise_crimes_committed_against_ST_2014.csv::45,False,UNIQUE,Chirang,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Darrang,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,46,02_District_wise_crimes_committed_against_ST_2014.csv::46,False,UNIQUE,Darrang,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dhemaji,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,47,02_District_wise_crimes_committed_against_ST_2014.csv::47,False,UNIQUE,Dhemaji,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dhubri,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,48,02_District_wise_crimes_committed_against_ST_2014.csv::48,False,UNIQUE,Dhubri,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dibrugarh,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,49,02_District_wise_crimes_committed_against_ST_2014.csv::49,False,UNIQUE,Dibrugarh,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Goalpara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,50,02_District_wise_crimes_committed_against_ST_2014.csv::50,False,UNIQUE,Goalpara,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Golaghat,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,51,02_District_wise_crimes_committed_against_ST_2014.csv::51,False,UNIQUE,Golaghat,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Hailakandi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,53,02_District_wise_crimes_committed_against_ST_2014.csv::53,False,UNIQUE,Hailakandi,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Jorhat,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,54,02_District_wise_crimes_committed_against_ST_2014.csv::54,False,UNIQUE,Jorhat,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Kamrup,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,55,02_District_wise_crimes_committed_against_ST_2014.csv::55,False,UNIQUE,Kamrup,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Karbi Anglong,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,56,02_District_wise_crimes_committed_against_ST_2014.csv::56,False,UNIQUE,Karbi Anglong,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Karimganj,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,57,02_District_wise_crimes_committed_against_ST_2014.csv::57,False,UNIQUE,Karimganj,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Kokrajhar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,58,02_District_wise_crimes_committed_against_ST_2014.csv::58,False,UNIQUE,Kokrajhar,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Lakhimpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,59,02_District_wise_crimes_committed_against_ST_2014.csv::59,False,UNIQUE,Lakhimpur,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Morigaon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,60,02_District_wise_crimes_committed_against_ST_2014.csv::60,False,UNIQUE,Morigaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,N. C. Hills,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,61,02_District_wise_crimes_committed_against_ST_2014.csv::61,False,UNIQUE,N. C. Hills,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Nagaon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,62,02_District_wise_crimes_committed_against_ST_2014.csv::62,False,UNIQUE,Nagaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Nalbari,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv,63,02_District_wise_crimes_committed_against_ST_2014.csv::63,False,UNIQUE,Nalbari,DISTRICT_OR_REPORTING_UNIT,VALID
