STATE,DISTRICT,YEAR,Infanticid,Other murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Haryana,GURGAON,2013,0,8,17,184,0,0,3,0,0,0,0,0,212,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,205,03_District_wise_crimes_committed_against_children_2013.csv::205,False,UNIQUE,GURGAON,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,HISSAR,2013,0,6,28,77,0,0,0,0,0,0,6,0,117,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,206,03_District_wise_crimes_committed_against_children_2013.csv::206,False,UNIQUE,HISSAR,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,207,03_District_wise_crimes_committed_against_children_2013.csv::207,False,UNIQUE,I&P HARYANA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,JHAJJAR,2013,0,3,9,33,0,1,0,0,0,0,0,8,54,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,208,03_District_wise_crimes_committed_against_children_2013.csv::208,False,UNIQUE,JHAJJAR,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,JIND,2013,0,4,12,26,0,0,0,0,0,0,0,6,48,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,209,03_District_wise_crimes_committed_against_children_2013.csv::209,False,UNIQUE,JIND,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KAITHAL,2013,0,0,11,23,0,0,0,0,0,1,4,25,64,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,210,03_District_wise_crimes_committed_against_children_2013.csv::210,False,UNIQUE,KAITHAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KARNAL,2013,0,2,43,137,0,0,1,0,0,1,1,37,222,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,211,03_District_wise_crimes_committed_against_children_2013.csv::211,False,UNIQUE,KARNAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KURUKSHETRA,2013,0,0,6,4,0,0,0,0,0,0,1,23,34,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,212,03_District_wise_crimes_committed_against_children_2013.csv::212,False,UNIQUE,KURUKSHETRA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,MAHENDRAGARH,2013,0,4,16,4,0,0,0,0,0,0,1,17,42,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,213,03_District_wise_crimes_committed_against_children_2013.csv::213,False,UNIQUE,MAHENDRAGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,MEWAT,2013,0,1,35,15,6,0,1,0,0,0,0,0,58,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,214,03_District_wise_crimes_committed_against_children_2013.csv::214,False,UNIQUE,MEWAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PALWAL,2013,0,0,22,32,0,0,0,0,0,0,0,1,55,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,215,03_District_wise_crimes_committed_against_children_2013.csv::215,False,UNIQUE,PALWAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PANCHKULA,2013,0,3,5,20,0,0,0,0,0,0,0,0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,216,03_District_wise_crimes_committed_against_children_2013.csv::216,False,UNIQUE,PANCHKULA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PANIPAT,2013,0,6,20,50,1,5,2,0,0,0,2,0,86,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,217,03_District_wise_crimes_committed_against_children_2013.csv::217,False,UNIQUE,PANIPAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,REWARI,2013,0,4,18,21,0,0,0,0,0,0,0,15,58,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,218,03_District_wise_crimes_committed_against_children_2013.csv::218,False,UNIQUE,REWARI,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,ROHTAK,2013,0,3,6,2,0,0,0,0,0,0,0,28,39,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,219,03_District_wise_crimes_committed_against_children_2013.csv::219,False,UNIQUE,ROHTAK,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,SIRSA,2013,0,1,28,62,0,0,0,0,0,0,0,0,91,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,220,03_District_wise_crimes_committed_against_children_2013.csv::220,False,UNIQUE,SIRSA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,SONIPAT,2013,0,2,5,6,0,0,1,0,0,0,1,7,22,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,221,03_District_wise_crimes_committed_against_children_2013.csv::221,False,UNIQUE,SONIPAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,YAMUNANAGAR,2013,0,1,13,35,0,0,0,0,0,0,1,10,60,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,222,03_District_wise_crimes_committed_against_children_2013.csv::222,False,UNIQUE,YAMUNANAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,BADDIPOLICEDIST,2013,0,1,3,15,1,0,0,0,0,0,0,0,20,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,224,03_District_wise_crimes_committed_against_children_2013.csv::224,False,UNIQUE,BADDIPOLICEDIST,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,BILASPUR,2013,0,0,8,21,0,0,0,0,0,0,0,4,33,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,225,03_District_wise_crimes_committed_against_children_2013.csv::225,False,UNIQUE,BILASPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,CHAMBA,2013,0,0,10,10,0,0,0,0,0,0,0,2,22,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,226,03_District_wise_crimes_committed_against_children_2013.csv::226,False,UNIQUE,CHAMBA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,CID,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,227,03_District_wise_crimes_committed_against_children_2013.csv::227,False,UNIQUE,CID,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,228,03_District_wise_crimes_committed_against_children_2013.csv::228,False,UNIQUE,G.R.P.,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,HAMIRPUR,2013,0,0,5,9,0,0,0,0,0,0,1,4,19,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,229,03_District_wise_crimes_committed_against_children_2013.csv::229,False,UNIQUE,HAMIRPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KANGRA,2013,0,2,17,31,0,0,2,0,0,0,1,19,72,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,230,03_District_wise_crimes_committed_against_children_2013.csv::230,False,UNIQUE,KANGRA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KINNAUR,2013,0,0,4,3,0,0,0,0,0,0,0,0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,231,03_District_wise_crimes_committed_against_children_2013.csv::231,False,UNIQUE,KINNAUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KULLU,2013,0,2,14,20,0,0,0,0,0,0,0,10,46,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,232,03_District_wise_crimes_committed_against_children_2013.csv::232,False,UNIQUE,KULLU,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,LAHAUL-SPITI,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,233,03_District_wise_crimes_committed_against_children_2013.csv::233,False,UNIQUE,LAHAUL-SPITI,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,MANDI,2013,0,0,19,27,0,0,1,0,0,0,0,17,64,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,234,03_District_wise_crimes_committed_against_children_2013.csv::234,False,UNIQUE,MANDI,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SHIMLA,2013,0,0,9,25,0,0,0,0,0,0,0,10,44,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,235,03_District_wise_crimes_committed_against_children_2013.csv::235,False,UNIQUE,SHIMLA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SIRMAUR,2013,0,0,13,16,1,1,3,0,0,0,0,6,40,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,236,03_District_wise_crimes_committed_against_children_2013.csv::236,False,UNIQUE,SIRMAUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SOLAN,2013,0,0,13,9,0,0,1,1,0,0,0,5,29,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,237,03_District_wise_crimes_committed_against_children_2013.csv::237,False,UNIQUE,SOLAN,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,UNA,2013,0,0,14,12,0,0,0,0,0,0,0,5,31,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,238,03_District_wise_crimes_committed_against_children_2013.csv::238,False,UNIQUE,UNA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,ANANTNAG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,240,03_District_wise_crimes_committed_against_children_2013.csv::240,False,UNIQUE,ANANTNAG,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,AWANTIPORA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,241,03_District_wise_crimes_committed_against_children_2013.csv::241,False,UNIQUE,AWANTIPORA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BANDIPORA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,242,03_District_wise_crimes_committed_against_children_2013.csv::242,False,UNIQUE,BANDIPORA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BARAMULLA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,243,03_District_wise_crimes_committed_against_children_2013.csv::243,False,UNIQUE,BARAMULLA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BUDGAM,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,244,03_District_wise_crimes_committed_against_children_2013.csv::244,False,UNIQUE,BUDGAM,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,245,03_District_wise_crimes_committed_against_children_2013.csv::245,False,UNIQUE,CRIME JAMMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,246,03_District_wise_crimes_committed_against_children_2013.csv::246,False,UNIQUE,CRIME SRINAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,DODA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,247,03_District_wise_crimes_committed_against_children_2013.csv::247,False,UNIQUE,DODA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,GANDERBAL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,248,03_District_wise_crimes_committed_against_children_2013.csv::248,False,UNIQUE,GANDERBAL,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,HANDWARA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,249,03_District_wise_crimes_committed_against_children_2013.csv::249,False,UNIQUE,HANDWARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,JAMMU,2013,0,1,0,0,0,0,0,0,0,0,0,2,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,250,03_District_wise_crimes_committed_against_children_2013.csv::250,False,UNIQUE,JAMMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KARGIL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,251,03_District_wise_crimes_committed_against_children_2013.csv::251,False,UNIQUE,KARGIL,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KATHUA,2013,0,2,6,11,0,0,3,0,0,0,0,6,28,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,252,03_District_wise_crimes_committed_against_children_2013.csv::252,False,UNIQUE,KATHUA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KISHTWAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,253,03_District_wise_crimes_committed_against_children_2013.csv::253,False,UNIQUE,KISHTWAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KULGAM,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,254,03_District_wise_crimes_committed_against_children_2013.csv::254,False,UNIQUE,KULGAM,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KUPWARA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,255,03_District_wise_crimes_committed_against_children_2013.csv::255,False,UNIQUE,KUPWARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,LEH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,256,03_District_wise_crimes_committed_against_children_2013.csv::256,False,UNIQUE,LEH,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,POONCH,2013,0,1,8,10,0,0,0,0,0,0,0,1,20,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,257,03_District_wise_crimes_committed_against_children_2013.csv::257,False,UNIQUE,POONCH,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,PULWAMA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,258,03_District_wise_crimes_committed_against_children_2013.csv::258,False,UNIQUE,PULWAMA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,RAJOURI,2013,0,4,0,0,0,0,0,0,0,0,0,0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,262,03_District_wise_crimes_committed_against_children_2013.csv::262,False,UNIQUE,RAJOURI,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,RAMBAN,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,263,03_District_wise_crimes_committed_against_children_2013.csv::263,False,UNIQUE,RAMBAN,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,REASI,2013,0,0,1,1,0,0,0,0,0,0,0,0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,264,03_District_wise_crimes_committed_against_children_2013.csv::264,False,UNIQUE,REASI,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SAMBA,2013,0,0,3,1,0,0,0,1,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,265,03_District_wise_crimes_committed_against_children_2013.csv::265,False,UNIQUE,SAMBA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SHOPIAN,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,266,03_District_wise_crimes_committed_against_children_2013.csv::266,False,UNIQUE,SHOPIAN,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SOPORE,2013,0,2,2,0,0,0,0,0,0,0,0,0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,267,03_District_wise_crimes_committed_against_children_2013.csv::267,False,UNIQUE,SOPORE,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SRINAGAR,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,268,03_District_wise_crimes_committed_against_children_2013.csv::268,False,UNIQUE,SRINAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,UDHAMPUR,2013,0,0,5,3,0,0,0,0,0,0,0,0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,269,03_District_wise_crimes_committed_against_children_2013.csv::269,False,UNIQUE,UDHAMPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,BOKARO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,271,03_District_wise_crimes_committed_against_children_2013.csv::271,False,UNIQUE,BOKARO,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,CHAIBASA,2013,0,10,12,14,4,1,0,0,0,1,1,0,43,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,272,03_District_wise_crimes_committed_against_children_2013.csv::272,False,UNIQUE,CHAIBASA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,CHATRA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,273,03_District_wise_crimes_committed_against_children_2013.csv::273,False,UNIQUE,CHATRA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DEOGHAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,274,03_District_wise_crimes_committed_against_children_2013.csv::274,False,UNIQUE,DEOGHAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DHANBAD,2013,0,0,0,0,0,0,0,0,0,0,0,3,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,275,03_District_wise_crimes_committed_against_children_2013.csv::275,False,UNIQUE,DHANBAD,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DHANBAD RLY.,2013,1,0,0,3,0,0,0,0,0,0,0,0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,276,03_District_wise_crimes_committed_against_children_2013.csv::276,False,UNIQUE,DHANBAD RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DUMKA,2013,0,0,6,9,0,0,0,0,0,0,0,13,28,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,277,03_District_wise_crimes_committed_against_children_2013.csv::277,False,UNIQUE,DUMKA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GARHWA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,278,03_District_wise_crimes_committed_against_children_2013.csv::278,False,UNIQUE,GARHWA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GIRIDIH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,279,03_District_wise_crimes_committed_against_children_2013.csv::279,False,UNIQUE,GIRIDIH,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GODDA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,280,03_District_wise_crimes_committed_against_children_2013.csv::280,False,UNIQUE,GODDA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GUMLA,2013,0,0,3,21,0,0,0,7,2,4,0,0,37,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,281,03_District_wise_crimes_committed_against_children_2013.csv::281,False,UNIQUE,GUMLA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,HAZARIBAGH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,282,03_District_wise_crimes_committed_against_children_2013.csv::282,False,UNIQUE,HAZARIBAGH,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMSHEDPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,283,03_District_wise_crimes_committed_against_children_2013.csv::283,False,UNIQUE,JAMSHEDPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMSHEDPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,284,03_District_wise_crimes_committed_against_children_2013.csv::284,False,UNIQUE,JAMSHEDPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMTARA,2013,0,1,2,0,0,0,0,8,0,0,0,0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,285,03_District_wise_crimes_committed_against_children_2013.csv::285,False,UNIQUE,JAMTARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,KHUNTI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,286,03_District_wise_crimes_committed_against_children_2013.csv::286,False,UNIQUE,KHUNTI,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,KODERMA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,287,03_District_wise_crimes_committed_against_children_2013.csv::287,False,UNIQUE,KODERMA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,LATEHAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,288,03_District_wise_crimes_committed_against_children_2013.csv::288,False,UNIQUE,LATEHAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,LOHARDAGGA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,289,03_District_wise_crimes_committed_against_children_2013.csv::289,False,UNIQUE,LOHARDAGGA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,PAKUR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,290,03_District_wise_crimes_committed_against_children_2013.csv::290,False,UNIQUE,PAKUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,PALAMU,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,291,03_District_wise_crimes_committed_against_children_2013.csv::291,False,UNIQUE,PALAMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,RAMGARH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,292,03_District_wise_crimes_committed_against_children_2013.csv::292,False,UNIQUE,RAMGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,RANCHI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,293,03_District_wise_crimes_committed_against_children_2013.csv::293,False,UNIQUE,RANCHI,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SAHEBGANJ,2013,0,0,0,1,0,0,0,2,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,294,03_District_wise_crimes_committed_against_children_2013.csv::294,False,UNIQUE,SAHEBGANJ,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SARAIKELA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,295,03_District_wise_crimes_committed_against_children_2013.csv::295,False,UNIQUE,SARAIKELA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SIMDEGA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,296,03_District_wise_crimes_committed_against_children_2013.csv::296,False,UNIQUE,SIMDEGA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BAGALKOT,2013,0,2,2,5,0,0,0,0,0,0,1,0,10,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,298,03_District_wise_crimes_committed_against_children_2013.csv::298,False,UNIQUE,BAGALKOT,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BANGALORE COMMR.,2013,0,11,34,479,0,0,26,47,0,1,3,80,681,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,299,03_District_wise_crimes_committed_against_children_2013.csv::299,False,UNIQUE,BANGALORE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BELGAUM,2013,1,17,40,12,0,0,12,8,0,0,2,15,107,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,301,03_District_wise_crimes_committed_against_children_2013.csv::301,False,UNIQUE,BELGAUM,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BELLARY,2013,0,0,0,0,0,0,0,0,0,0,1,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,302,03_District_wise_crimes_committed_against_children_2013.csv::302,False,UNIQUE,BELLARY,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BIDAR,2013,0,2,13,13,0,0,15,0,0,0,0,0,43,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,303,03_District_wise_crimes_committed_against_children_2013.csv::303,False,UNIQUE,BIDAR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BIJAPUR,2013,0,10,19,13,0,0,0,0,0,0,1,0,43,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,304,03_District_wise_crimes_committed_against_children_2013.csv::304,False,UNIQUE,BIJAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CBPURA,2013,0,1,1,1,0,0,0,0,0,0,1,4,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,305,03_District_wise_crimes_committed_against_children_2013.csv::305,False,UNIQUE,CBPURA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CHAMARAJNAGAR,2013,0,0,2,0,0,0,0,0,0,0,0,0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,306,03_District_wise_crimes_committed_against_children_2013.csv::306,False,UNIQUE,CHAMARAJNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
