STATE,DISTRICT,YEAR,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Andhra Pradesh,Anantapur,2014,35,0,0,0,35,0,35,1,106,0,0,0,88,18,25,436,82,34,4,80,236,26,0,0,0,26,165,0,50,20,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,1097,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,0,42_District_wise_crimes_committed_against_women_2014.csv::0,False,UNIQUE,Anantapur,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Chittoor,2014,32,0,0,0,32,1,31,0,34,3,0,1,28,2,17,135,0,0,0,0,135,94,0,0,0,94,278,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,607,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,1,42_District_wise_crimes_committed_against_women_2014.csv::1,False,UNIQUE,Chittoor,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Cuddapah,2014,28,0,0,0,28,0,28,4,16,0,0,0,11,5,16,215,212,0,0,0,3,12,1,11,0,0,91,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,175,0,0,0,5,0,0,0,0,5,0,609,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,2,42_District_wise_crimes_committed_against_women_2014.csv::2,False,UNIQUE,Cuddapah,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,East Godavari,2014,85,0,0,0,85,0,85,18,25,0,0,0,0,25,7,519,159,61,11,55,233,62,0,0,0,62,464,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,22,0,0,0,16,0,0,0,0,16,0,1277,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,3,42_District_wise_crimes_committed_against_women_2014.csv::3,False,UNIQUE,East Godavari,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Guntur,2014,49,0,0,0,49,0,49,24,46,5,0,0,0,41,16,245,17,7,3,8,210,347,0,0,0,347,454,0,33,9,0,0,6,6,0,0,0,0,0,0,0,3,4,0,39,0,0,0,0,0,0,11,0,0,0,0,11,14,1300,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,5,42_District_wise_crimes_committed_against_women_2014.csv::5,False,UNIQUE,Guntur,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Krishna,2014,80,0,0,0,80,1,79,20,34,13,0,0,19,2,8,354,98,44,13,76,123,232,2,0,0,230,613,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,35,0,0,0,0,0,0,4,0,0,0,0,4,0,1411,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,7,42_District_wise_crimes_committed_against_women_2014.csv::7,False,UNIQUE,Krishna,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Kurnool,2014,32,0,0,0,32,1,31,4,37,0,0,0,16,21,12,403,81,18,2,40,262,251,0,0,0,251,362,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,39,0,0,0,2,0,0,0,0,2,0,1213,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,8,42_District_wise_crimes_committed_against_women_2014.csv::8,False,UNIQUE,Kurnool,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Nellore,2014,58,0,0,0,58,3,55,16,124,48,1,1,64,10,14,295,79,14,8,32,162,205,0,62,56,87,362,0,35,28,0,0,4,1,1,2,0,0,1,0,1,17,5,1,0,0,0,1,0,0,0,19,0,0,0,0,19,0,1185,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,9,42_District_wise_crimes_committed_against_women_2014.csv::9,False,UNIQUE,Nellore,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Prakasham,2014,50,0,0,0,50,2,48,8,50,17,0,0,11,22,8,197,24,3,7,13,150,16,0,0,0,16,402,0,24,11,1,0,2,2,0,0,0,0,0,0,0,10,4,0,0,0,0,1,2,0,0,12,12,0,0,0,0,0,798,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,10,42_District_wise_crimes_committed_against_women_2014.csv::10,False,UNIQUE,Prakasham,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Rajahmundry,2014,35,0,0,0,35,1,34,3,8,0,0,1,2,5,3,121,37,6,0,17,61,27,0,0,0,27,190,0,10,10,0,0,1,1,0,0,0,0,0,0,0,6,1,0,3,0,90,0,0,0,0,0,0,0,0,0,0,0,508,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,11,42_District_wise_crimes_committed_against_women_2014.csv::11,False,UNIQUE,Rajahmundry,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Srikakulam,2014,40,0,0,0,40,1,39,3,10,5,0,0,5,0,3,214,26,45,0,22,121,91,0,6,6,79,298,0,11,8,1,0,18,17,1,0,0,0,0,0,0,4,1,0,22,0,10,0,1,0,0,3,3,0,0,0,0,2,740,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,12,42_District_wise_crimes_committed_against_women_2014.csv::12,False,UNIQUE,Srikakulam,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Visakhapatnam,2014,84,0,0,0,84,0,84,0,50,50,0,0,0,0,13,147,50,0,0,27,70,112,0,0,0,112,371,0,8,13,0,0,16,15,1,0,0,0,1,0,1,6,2,0,0,0,92,0,0,0,0,21,0,0,0,0,21,2,938,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,17,42_District_wise_crimes_committed_against_women_2014.csv::17,False,UNIQUE,Visakhapatnam,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,Vizianagaram,2014,47,0,0,0,47,1,46,1,19,0,0,0,0,19,8,225,0,0,0,0,225,327,0,0,0,327,330,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,972,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,18,42_District_wise_crimes_committed_against_women_2014.csv::18,False,UNIQUE,Vizianagaram,DISTRICT_OR_REPORTING_UNIT,VALID
Andhra Pradesh,West Godavari,2014,146,0,0,0,146,1,145,46,45,18,0,0,8,19,24,405,126,72,12,32,163,99,0,1,0,98,661,0,37,22,1,0,7,6,1,0,0,0,0,0,0,6,0,0,12,0,94,0,0,0,0,5,4,0,0,0,1,1,1611,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,19,42_District_wise_crimes_committed_against_women_2014.csv::19,False,UNIQUE,West Godavari,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Anjaw,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,21,42_District_wise_crimes_committed_against_women_2014.csv::21,False,UNIQUE,Anjaw,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Changlang,2014,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,22,42_District_wise_crimes_committed_against_women_2014.csv::22,False,UNIQUE,Changlang,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,23,42_District_wise_crimes_committed_against_women_2014.csv::23,False,UNIQUE,Crime Branch,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Dibang Valley,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,24,42_District_wise_crimes_committed_against_women_2014.csv::24,False,UNIQUE,Dibang Valley,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kameng East,2014,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,25,42_District_wise_crimes_committed_against_women_2014.csv::25,False,UNIQUE,Kameng East,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kameng West,2014,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,9,8,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,26,42_District_wise_crimes_committed_against_women_2014.csv::26,False,UNIQUE,Kameng West,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Kukung Kumey,2014,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,27,42_District_wise_crimes_committed_against_women_2014.csv::27,False,UNIQUE,Kukung Kumey,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Lohit,2014,7,0,0,0,7,0,7,0,25,0,0,0,0,25,0,13,0,0,0,0,13,0,0,0,0,0,1,0,2,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,28,42_District_wise_crimes_committed_against_women_2014.csv::28,False,UNIQUE,Lohit,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Longding,2014,3,3,0,3,0,0,0,0,4,0,0,0,4,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,29,42_District_wise_crimes_committed_against_women_2014.csv::29,False,UNIQUE,Longding,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Lower Dibang Valley,2014,3,0,0,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,30,42_District_wise_crimes_committed_against_women_2014.csv::30,False,UNIQUE,Lower Dibang Valley,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang East,2014,11,0,0,0,11,1,10,3,2,0,0,0,0,2,0,21,8,0,0,0,13,0,0,0,0,0,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,33,42_District_wise_crimes_committed_against_women_2014.csv::33,False,UNIQUE,Siang East,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang Upper,2014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,34,42_District_wise_crimes_committed_against_women_2014.csv::34,False,UNIQUE,Siang Upper,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Siang West,2014,6,0,0,0,6,0,6,3,1,0,1,0,0,0,0,11,0,0,0,0,11,3,0,0,0,3,8,0,3,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,35,42_District_wise_crimes_committed_against_women_2014.csv::35,False,UNIQUE,Siang West,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Subansiri Lower,2014,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,36,42_District_wise_crimes_committed_against_women_2014.csv::36,False,UNIQUE,Subansiri Lower,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Subansiri Upper,2014,5,0,0,0,5,0,5,1,2,0,0,0,2,0,0,16,0,0,0,0,16,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,37,42_District_wise_crimes_committed_against_women_2014.csv::37,False,UNIQUE,Subansiri Upper,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Tawang,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,38,42_District_wise_crimes_committed_against_women_2014.csv::38,False,UNIQUE,Tawang,DISTRICT_OR_REPORTING_UNIT,VALID
Arunachal Pradesh,Tirap,2014,3,0,0,0,3,0,3,0,3,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,39,42_District_wise_crimes_committed_against_women_2014.csv::39,False,UNIQUE,Tirap,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Barpeta,2014,143,0,0,0,143,0,143,0,359,0,0,0,359,0,21,556,198,358,0,0,0,0,0,0,0,0,1116,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2206,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,41,42_District_wise_crimes_committed_against_women_2014.csv::41,False,UNIQUE,Barpeta,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Baska,2014,26,0,0,0,26,0,26,0,36,0,0,0,36,0,4,27,0,0,0,0,27,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,174,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,42,42_District_wise_crimes_committed_against_women_2014.csv::42,False,UNIQUE,Baska,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Bongaigaon,2014,31,0,0,0,31,0,31,0,29,0,0,0,29,0,4,8,0,0,0,0,8,0,0,0,0,0,178,0,2,3,0,0,16,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,43,42_District_wise_crimes_committed_against_women_2014.csv::43,False,UNIQUE,Bongaigaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Cachar,2014,81,0,0,0,81,0,81,0,214,0,0,0,214,0,14,50,0,0,0,0,50,0,0,0,0,0,595,0,4,1,0,0,3,3,0,0,0,0,1,0,1,0,5,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,986,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,44,42_District_wise_crimes_committed_against_women_2014.csv::44,False,UNIQUE,Cachar,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Chirang,2014,29,0,0,0,29,1,28,5,42,0,0,0,42,0,7,33,0,0,0,0,33,0,0,0,0,0,60,0,7,1,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,45,42_District_wise_crimes_committed_against_women_2014.csv::45,False,UNIQUE,Chirang,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Darrang,2014,111,0,0,0,111,3,108,23,186,0,0,0,186,0,11,453,33,0,0,0,420,0,0,0,0,0,489,0,4,0,0,0,47,47,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,46,42_District_wise_crimes_committed_against_women_2014.csv::46,False,UNIQUE,Darrang,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dhemaji,2014,45,0,0,0,45,5,40,12,68,0,0,0,68,0,3,51,3,18,0,0,30,1,0,1,0,0,111,0,1,0,2,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,329,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,47,42_District_wise_crimes_committed_against_women_2014.csv::47,False,UNIQUE,Dhemaji,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dhubri,2014,193,0,0,0,193,0,193,0,405,0,0,0,405,0,10,193,0,0,0,0,193,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,48,42_District_wise_crimes_committed_against_women_2014.csv::48,False,UNIQUE,Dhubri,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Dibrugarh,2014,67,0,0,0,67,0,67,0,123,0,0,0,123,0,5,105,0,0,0,0,105,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,554,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,49,42_District_wise_crimes_committed_against_women_2014.csv::49,False,UNIQUE,Dibrugarh,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Goalpara,2014,108,0,0,0,108,0,108,0,119,0,0,0,119,0,8,121,0,0,0,0,121,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,50,42_District_wise_crimes_committed_against_women_2014.csv::50,False,UNIQUE,Goalpara,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Golaghat,2014,74,0,0,0,74,0,74,37,190,0,0,0,190,0,7,74,0,0,0,0,74,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,51,42_District_wise_crimes_committed_against_women_2014.csv::51,False,UNIQUE,Golaghat,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Hailakandi,2014,77,0,0,0,77,0,77,0,89,0,0,0,89,0,4,23,0,0,0,0,23,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,53,42_District_wise_crimes_committed_against_women_2014.csv::53,False,UNIQUE,Hailakandi,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Jorhat,2014,36,0,0,0,36,0,36,0,72,0,0,0,72,0,6,157,0,0,0,0,157,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,54,42_District_wise_crimes_committed_against_women_2014.csv::54,False,UNIQUE,Jorhat,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Kamrup,2014,77,0,0,0,77,0,77,23,47,0,0,0,39,8,1,15,0,0,0,0,15,0,0,0,0,0,595,0,2,0,0,0,3,3,0,0,0,0,1,0,1,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,55,42_District_wise_crimes_committed_against_women_2014.csv::55,False,UNIQUE,Kamrup,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Karbi Anglong,2014,23,0,0,0,23,1,22,6,55,0,0,0,55,0,0,26,0,0,0,0,26,0,0,0,0,0,42,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,0,1,0,0,0,0,0,0,0,206,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,56,42_District_wise_crimes_committed_against_women_2014.csv::56,False,UNIQUE,Karbi Anglong,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Karimganj,2014,76,0,0,0,76,2,74,0,109,0,0,0,109,0,13,10,0,0,0,0,10,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,546,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,57,42_District_wise_crimes_committed_against_women_2014.csv::57,False,UNIQUE,Karimganj,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Kokrajhar,2014,45,0,0,0,45,0,45,0,79,0,0,0,79,0,3,47,0,0,0,0,47,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,248,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,58,42_District_wise_crimes_committed_against_women_2014.csv::58,False,UNIQUE,Kokrajhar,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Lakhimpur,2014,67,0,0,0,67,0,67,0,150,0,0,0,150,0,4,55,0,0,0,0,55,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,59,42_District_wise_crimes_committed_against_women_2014.csv::59,False,UNIQUE,Lakhimpur,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Morigaon,2014,81,0,0,0,81,0,81,14,174,0,0,0,174,0,7,328,0,0,0,0,328,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,2,0,965,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,60,42_District_wise_crimes_committed_against_women_2014.csv::60,False,UNIQUE,Morigaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,N. C. Hills,2014,6,0,0,0,6,0,6,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,61,42_District_wise_crimes_committed_against_women_2014.csv::61,False,UNIQUE,N. C. Hills,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Nagaon,2014,187,0,0,0,187,10,177,78,295,0,0,0,295,0,22,350,174,0,0,0,176,0,0,0,0,0,1162,0,0,3,0,0,42,42,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,2154,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,62,42_District_wise_crimes_committed_against_women_2014.csv::62,False,UNIQUE,Nagaon,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Nalbari,2014,41,0,0,0,41,0,41,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,63,42_District_wise_crimes_committed_against_women_2014.csv::63,False,UNIQUE,Nalbari,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Sibsagar,2014,44,0,0,0,44,0,44,0,177,0,0,0,177,0,6,153,0,0,0,0,153,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,64,42_District_wise_crimes_committed_against_women_2014.csv::64,False,UNIQUE,Sibsagar,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Sonitpur,2014,112,0,0,0,112,0,112,0,202,0,0,0,202,0,5,20,0,0,0,0,20,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,724,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,65,42_District_wise_crimes_committed_against_women_2014.csv::65,False,UNIQUE,Sonitpur,DISTRICT_OR_REPORTING_UNIT,VALID
Assam,Tinsukia,2014,66,0,0,0,66,0,66,3,64,0,0,0,64,0,3,66,0,0,0,0,66,0,0,0,0,0,164,0,12,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,4,0,458,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,66,42_District_wise_crimes_committed_against_women_2014.csv::66,False,UNIQUE,Tinsukia,DISTRICT_OR_REPORTING_UNIT,VALID
