STATE,DISTRICT,YEAR,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Gujarat,Jamnagar,2014,34,0,0,0,34,1,33,0,56,0,0,0,56,0,1,26,0,0,0,0,26,1,0,0,0,1,230,0,3,1,0,0,5,5,0,0,0,0,2,0,2,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,2,0,371,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,165,42_District_wise_crimes_committed_against_women_2014.csv::165,False,UNIQUE,Jamnagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Junagadh,2014,21,0,0,0,21,0,21,0,64,32,0,0,9,23,0,42,0,20,0,1,21,0,0,0,0,0,297,0,5,2,0,0,5,5,0,0,0,0,0,0,0,7,0,0,13,0,36,0,0,0,0,2,0,1,1,0,0,4,498,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,166,42_District_wise_crimes_committed_against_women_2014.csv::166,False,UNIQUE,Junagadh,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kachchh East(G),2014,31,0,0,0,31,1,30,0,39,0,0,0,17,22,0,34,9,0,1,0,24,2,0,0,0,2,159,0,9,3,1,0,2,2,0,0,0,0,1,0,1,0,0,0,12,0,12,0,0,0,0,5,0,0,0,0,5,0,310,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,167,42_District_wise_crimes_committed_against_women_2014.csv::167,False,UNIQUE,Kachchh East(G),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kachchh West(B),2014,18,0,0,0,18,0,18,1,26,7,0,0,18,1,0,27,26,0,0,0,1,3,0,0,0,3,203,0,6,3,0,0,8,8,0,0,0,0,0,0,0,3,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,320,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,168,42_District_wise_crimes_committed_against_women_2014.csv::168,False,UNIQUE,Kachchh West(B),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Kheda,2014,12,0,0,0,12,1,11,0,78,67,0,0,9,2,0,29,2,0,0,2,25,0,0,0,0,0,86,0,6,4,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,33,279,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,169,42_District_wise_crimes_committed_against_women_2014.csv::169,False,UNIQUE,Kheda,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Mahisagar,2014,10,0,0,0,10,0,10,0,22,5,0,0,16,1,0,15,7,1,0,1,6,0,0,0,0,0,96,0,3,1,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,170,42_District_wise_crimes_committed_against_women_2014.csv::170,False,UNIQUE,Mahisagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Mehsana,2014,6,0,0,0,6,0,6,0,92,43,0,0,43,6,0,42,4,0,0,0,38,0,0,0,0,0,270,0,7,4,0,0,8,7,0,1,0,0,1,0,1,26,1,0,3,0,3,12,0,0,0,4,1,0,0,2,1,4,483,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,171,42_District_wise_crimes_committed_against_women_2014.csv::171,False,UNIQUE,Mehsana,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Morbi,2014,9,0,0,0,9,0,9,0,22,5,0,0,17,0,3,17,0,0,0,0,17,1,0,0,0,1,92,0,7,2,1,0,6,6,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,33,207,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,172,42_District_wise_crimes_committed_against_women_2014.csv::172,False,UNIQUE,Morbi,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Narmada,2014,8,0,0,0,8,0,8,0,15,0,0,0,15,0,0,21,21,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,173,42_District_wise_crimes_committed_against_women_2014.csv::173,False,UNIQUE,Narmada,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Navsari,2014,15,0,0,0,15,0,15,0,32,4,0,0,19,9,0,19,11,0,0,0,8,0,0,0,0,0,69,0,6,2,0,0,2,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,149,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,174,42_District_wise_crimes_committed_against_women_2014.csv::174,False,UNIQUE,Navsari,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Panchmahal,2014,24,0,0,0,24,0,24,1,66,65,0,0,0,1,0,28,20,0,1,1,6,0,0,0,0,0,106,0,9,0,0,0,17,17,0,0,0,0,1,0,1,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,296,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,175,42_District_wise_crimes_committed_against_women_2014.csv::175,False,UNIQUE,Panchmahal,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Patan,2014,25,0,0,0,25,0,25,0,48,34,0,1,8,5,1,51,0,3,0,0,48,0,0,0,0,0,138,0,6,2,0,0,8,8,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,286,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,176,42_District_wise_crimes_committed_against_women_2014.csv::176,False,UNIQUE,Patan,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Porbandar,2014,8,0,0,0,8,0,8,0,17,16,0,0,0,1,1,18,3,0,0,0,15,1,0,0,0,1,93,0,3,0,0,0,4,4,0,0,0,0,1,0,1,6,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,163,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,177,42_District_wise_crimes_committed_against_women_2014.csv::177,False,UNIQUE,Porbandar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Sabarkantha,2014,10,0,0,0,10,2,8,0,34,25,0,0,9,0,0,33,33,0,0,0,0,1,0,0,0,1,131,0,2,2,0,0,5,5,0,0,0,0,2,0,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,180,42_District_wise_crimes_committed_against_women_2014.csv::180,False,UNIQUE,Sabarkantha,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Surendranagar,2014,22,0,0,0,22,2,20,0,37,7,0,0,19,11,0,36,7,3,0,0,26,0,0,0,0,0,89,0,9,4,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,183,42_District_wise_crimes_committed_against_women_2014.csv::183,False,UNIQUE,Surendranagar,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Tapi,2014,15,0,0,0,15,0,15,0,10,0,0,0,10,0,0,9,0,0,0,0,9,89,0,0,0,89,20,0,5,0,0,0,9,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,184,42_District_wise_crimes_committed_against_women_2014.csv::184,False,UNIQUE,Tapi,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,Valsad,2014,26,0,0,0,26,1,25,0,76,26,0,0,44,6,0,27,4,4,0,10,9,0,0,0,0,0,83,0,9,3,0,0,13,13,0,0,0,0,3,0,3,9,1,0,10,0,0,0,0,0,0,3,3,0,0,0,0,4,267,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,187,42_District_wise_crimes_committed_against_women_2014.csv::187,False,UNIQUE,Valsad,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.Rly  Ahmedabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,2,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,188,42_District_wise_crimes_committed_against_women_2014.csv::188,False,UNIQUE,W.Rly  Ahmedabad,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.Rly Vadodara,2014,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,189,42_District_wise_crimes_committed_against_women_2014.csv::189,False,UNIQUE,W.Rly Vadodara,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Bhiwani,2014,44,0,0,0,44,10,34,10,83,0,0,0,27,56,12,99,24,15,1,17,42,1,0,0,0,1,119,0,7,8,0,0,5,5,0,0,0,0,0,0,0,0,7,1,9,1,442,3,0,0,1,6,0,0,0,0,6,0,858,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,193,42_District_wise_crimes_committed_against_women_2014.csv::193,False,UNIQUE,Bhiwani,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Faridabad,2014,101,0,0,0,101,13,88,4,272,3,0,0,190,79,20,94,35,21,1,17,20,16,0,0,0,16,302,0,20,5,2,0,16,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,857,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,194,42_District_wise_crimes_committed_against_women_2014.csv::194,False,UNIQUE,Faridabad,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Fatehabad,2014,27,0,0,0,27,7,20,1,33,0,1,0,5,27,7,56,20,9,0,10,17,2,0,0,0,2,154,0,6,2,0,0,6,5,1,0,0,1,0,0,0,2,1,1,5,0,126,0,0,0,0,2,0,1,0,0,1,1,433,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,195,42_District_wise_crimes_committed_against_women_2014.csv::195,False,UNIQUE,Fatehabad,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,G. R. P.,2014,1,0,0,0,1,0,1,0,4,0,0,0,4,0,8,17,3,0,1,5,8,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,91,0,0,0,0,0,0,0,0,0,0,0,139,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,196,42_District_wise_crimes_committed_against_women_2014.csv::196,False,UNIQUE,G. R. P.,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Gurgaon,2014,117,0,0,0,117,16,101,13,260,41,1,1,53,164,19,155,50,10,5,35,55,13,0,1,2,10,277,0,27,0,0,0,4,3,1,0,0,0,1,0,1,4,0,3,6,1,499,2,1,0,0,10,0,8,1,0,1,14,1426,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,197,42_District_wise_crimes_committed_against_women_2014.csv::197,False,UNIQUE,Gurgaon,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Hissar,2014,55,0,0,0,55,11,44,3,62,1,0,0,16,45,14,91,52,5,1,18,15,1,0,0,0,1,323,0,14,1,0,0,12,10,2,0,0,0,0,0,0,0,3,0,9,0,229,1,0,0,1,0,0,0,0,0,0,1,820,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,198,42_District_wise_crimes_committed_against_women_2014.csv::198,False,UNIQUE,Hissar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Jhajjar,2014,56,0,0,0,56,6,50,2,17,0,0,0,15,2,25,47,16,7,1,1,22,7,0,0,0,7,125,0,17,6,0,0,9,9,0,0,0,0,0,0,0,1,0,0,5,1,16,0,0,0,0,4,4,0,0,0,0,0,338,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,199,42_District_wise_crimes_committed_against_women_2014.csv::199,False,UNIQUE,Jhajjar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Jind,2014,23,0,0,0,23,6,17,6,67,0,0,0,20,47,12,67,24,26,0,5,12,0,0,0,0,0,120,0,3,2,0,0,9,8,0,1,0,0,0,0,0,0,3,0,12,0,279,0,0,0,0,0,0,0,0,0,0,0,603,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,200,42_District_wise_crimes_committed_against_women_2014.csv::200,False,UNIQUE,Jind,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Kaithal,2014,33,0,0,0,33,8,25,1,77,0,0,0,5,72,10,58,25,13,1,6,13,0,0,0,0,0,116,0,14,3,3,0,12,12,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,339,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,201,42_District_wise_crimes_committed_against_women_2014.csv::201,False,UNIQUE,Kaithal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Karnal,2014,100,0,0,0,100,19,81,10,186,0,0,0,47,139,17,95,11,2,0,24,58,3,0,0,0,3,223,0,9,3,0,0,29,29,0,0,1,3,0,0,0,1,1,0,5,0,12,1,0,0,0,6,0,0,0,0,6,5,710,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,202,42_District_wise_crimes_committed_against_women_2014.csv::202,False,UNIQUE,Karnal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Kurukshetra,2014,35,0,0,0,35,2,33,9,57,0,0,0,57,0,6,59,11,8,1,10,29,7,0,0,0,7,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,278,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,203,42_District_wise_crimes_committed_against_women_2014.csv::203,False,UNIQUE,Kurukshetra,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Mahendergarh,2014,24,0,0,0,24,1,23,7,59,0,0,0,10,49,15,78,20,44,1,7,6,7,0,0,0,7,78,0,8,0,1,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,204,42_District_wise_crimes_committed_against_women_2014.csv::204,False,UNIQUE,Mahendergarh,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Mewat,2014,85,0,0,0,85,40,45,2,30,1,0,0,23,6,5,86,26,4,2,3,51,1,0,0,0,1,106,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,329,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,205,42_District_wise_crimes_committed_against_women_2014.csv::205,False,UNIQUE,Mewat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Palwal,2014,49,0,0,0,49,14,35,3,72,0,0,0,23,49,16,96,45,16,2,7,26,0,0,0,0,0,193,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,102,0,0,0,0,1,0,0,0,0,1,0,556,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,206,42_District_wise_crimes_committed_against_women_2014.csv::206,False,UNIQUE,Palwal,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Panchkula,2014,36,0,0,0,36,1,35,2,90,0,0,0,18,72,5,30,9,1,1,9,10,3,1,0,0,2,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,310,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,207,42_District_wise_crimes_committed_against_women_2014.csv::207,False,UNIQUE,Panchkula,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Panipat,2014,64,0,0,0,64,16,48,12,92,2,0,0,78,12,18,97,37,13,0,22,25,0,0,0,0,0,227,0,17,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,0,101,2,0,0,0,0,0,0,0,0,0,0,641,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,208,42_District_wise_crimes_committed_against_women_2014.csv::208,False,UNIQUE,Panipat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Rewari,2014,41,0,0,0,41,5,36,16,83,0,0,0,83,0,11,65,41,0,5,9,10,35,0,0,0,35,105,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,0,0,381,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,209,42_District_wise_crimes_committed_against_women_2014.csv::209,False,UNIQUE,Rewari,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Rohtak,2014,68,0,0,0,68,13,55,3,19,2,0,0,8,9,16,98,31,13,0,27,27,0,0,0,0,0,168,0,14,2,2,0,2,1,0,1,0,0,0,0,0,0,0,1,16,0,271,1,0,0,0,5,5,0,0,0,0,2,688,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,210,42_District_wise_crimes_committed_against_women_2014.csv::210,False,UNIQUE,Rohtak,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Sirsa,2014,49,0,0,0,49,9,40,7,65,63,1,0,0,1,5,86,52,9,2,15,8,2,0,0,0,2,174,0,8,4,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,407,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,211,42_District_wise_crimes_committed_against_women_2014.csv::211,False,UNIQUE,Sirsa,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Sonipat,2014,60,0,0,0,60,14,46,9,68,0,0,0,62,6,28,98,23,9,0,13,53,2,0,0,0,2,162,0,19,15,1,0,5,5,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,482,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,212,42_District_wise_crimes_committed_against_women_2014.csv::212,False,UNIQUE,Sonipat,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Yamunanagar,2014,50,0,0,0,50,13,37,7,82,0,0,0,82,0,7,76,23,2,1,17,33,0,0,0,0,0,170,0,8,1,0,0,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,213,42_District_wise_crimes_committed_against_women_2014.csv::213,False,UNIQUE,Yamunanagar,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,214,42_District_wise_crimes_committed_against_women_2014.csv::214,False,UNIQUE,Irrigation & Power,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Baddi,2014,9,0,0,0,9,0,9,0,10,2,0,0,8,0,0,15,3,0,1,1,10,1,0,0,0,1,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,64,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,216,42_District_wise_crimes_committed_against_women_2014.csv::216,False,UNIQUE,Baddi,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Bilaspur,2014,15,0,0,0,15,0,15,1,43,0,0,0,42,1,0,72,16,0,0,2,54,0,0,0,0,0,25,0,2,1,0,0,18,18,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,183,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,217,42_District_wise_crimes_committed_against_women_2014.csv::217,False,UNIQUE,Bilaspur,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Chamba,2014,23,0,0,0,23,0,23,0,19,0,0,0,19,0,0,27,6,4,1,5,11,1,0,0,0,1,9,0,1,1,0,0,13,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,218,42_District_wise_crimes_committed_against_women_2014.csv::218,False,UNIQUE,Chamba,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,C. I. D.,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,219,42_District_wise_crimes_committed_against_women_2014.csv::219,False,UNIQUE,C. I. D.,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,220,42_District_wise_crimes_committed_against_women_2014.csv::220,False,UNIQUE,G. R. P.,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Hamirpur,2014,13,0,0,0,13,0,13,0,13,13,0,0,0,0,0,32,0,0,0,0,32,14,0,0,0,14,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,221,42_District_wise_crimes_committed_against_women_2014.csv::221,False,UNIQUE,Hamirpur,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Kangra,2014,43,0,0,0,43,1,42,3,26,0,0,0,26,0,0,79,17,3,1,9,49,15,0,0,0,15,46,0,11,3,1,0,25,25,0,0,0,0,0,0,0,0,1,0,25,0,1,0,0,0,5,1,1,0,0,0,0,0,285,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,222,42_District_wise_crimes_committed_against_women_2014.csv::222,False,UNIQUE,Kangra,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Kinnaur,2014,10,0,0,0,10,0,10,0,3,3,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,223,42_District_wise_crimes_committed_against_women_2014.csv::223,False,UNIQUE,Kinnaur,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Kullu,2014,16,0,0,0,16,0,16,0,4,0,0,0,0,4,0,35,7,0,0,0,28,0,0,0,0,0,21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,224,42_District_wise_crimes_committed_against_women_2014.csv::224,False,UNIQUE,Kullu,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Lahaul & Spiti,2014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,225,42_District_wise_crimes_committed_against_women_2014.csv::225,False,UNIQUE,Lahaul & Spiti,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Mandi,2014,47,0,0,0,47,2,45,0,33,0,0,0,33,0,0,101,19,5,0,15,62,15,0,0,0,15,50,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,267,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,226,42_District_wise_crimes_committed_against_women_2014.csv::226,False,UNIQUE,Mandi,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Shimla,2014,39,0,0,0,39,2,37,0,32,7,0,0,25,0,0,64,34,0,0,10,20,10,0,0,0,10,27,0,5,4,1,0,2,2,0,0,0,0,0,0,0,2,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,195,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,227,42_District_wise_crimes_committed_against_women_2014.csv::227,False,UNIQUE,Shimla,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Sirmaur,2014,28,0,0,0,28,0,28,0,15,0,0,0,15,0,0,46,40,0,0,6,0,2,0,0,0,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,123,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,228,42_District_wise_crimes_committed_against_women_2014.csv::228,False,UNIQUE,Sirmaur,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Solan,2014,16,0,0,0,16,1,15,1,18,5,0,0,0,13,0,31,4,3,0,7,17,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,84,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,229,42_District_wise_crimes_committed_against_women_2014.csv::229,False,UNIQUE,Solan,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,Una,2014,23,0,0,0,23,0,23,0,10,1,1,1,7,0,1,31,13,3,0,7,8,1,0,0,0,1,62,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,138,WOMEN,42_District_wise_crimes_committed_against_women_2014.csv,230,42_District_wise_crimes_committed_against_women_2014.csv::230,False,UNIQUE,Una,DISTRICT_OR_REPORTING_UNIT,VALID
