STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against SCs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Jharkhand,GODDA,2013,0,0,0,0,0,0,0,0,18,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,280,02_01_District_wise_crimes_committed_against_SC_2013.csv::280,False,UNIQUE,GODDA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GUMLA,2013,0,1,3,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,281,02_01_District_wise_crimes_committed_against_SC_2013.csv::281,False,UNIQUE,GUMLA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,HAZARIBAGH,2013,0,2,0,0,0,0,12,0,35,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,282,02_01_District_wise_crimes_committed_against_SC_2013.csv::282,False,UNIQUE,HAZARIBAGH,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMSHEDPUR,2013,0,1,0,0,0,0,8,0,28,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,283,02_01_District_wise_crimes_committed_against_SC_2013.csv::283,False,UNIQUE,JAMSHEDPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMSHEDPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,284,02_01_District_wise_crimes_committed_against_SC_2013.csv::284,False,UNIQUE,JAMSHEDPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,JAMTARA,2013,0,0,0,0,0,0,6,0,29,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,285,02_01_District_wise_crimes_committed_against_SC_2013.csv::285,False,UNIQUE,JAMTARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,KHUNTI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,286,02_01_District_wise_crimes_committed_against_SC_2013.csv::286,False,UNIQUE,KHUNTI,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,KODERMA,2013,0,0,0,0,0,0,30,0,72,42,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,287,02_01_District_wise_crimes_committed_against_SC_2013.csv::287,False,UNIQUE,KODERMA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,LATEHAR,2013,0,0,0,0,0,0,0,0,10,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,288,02_01_District_wise_crimes_committed_against_SC_2013.csv::288,False,UNIQUE,LATEHAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,LOHARDAGGA,2013,0,0,0,0,0,0,0,0,10,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,289,02_01_District_wise_crimes_committed_against_SC_2013.csv::289,False,UNIQUE,LOHARDAGGA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,PAKUR,2013,0,0,0,0,0,0,0,0,16,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,290,02_01_District_wise_crimes_committed_against_SC_2013.csv::290,False,UNIQUE,PAKUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,PALAMU,2013,0,0,0,0,0,0,31,0,31,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,291,02_01_District_wise_crimes_committed_against_SC_2013.csv::291,False,UNIQUE,PALAMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,RAMGARH,2013,0,0,0,0,0,0,10,0,18,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,292,02_01_District_wise_crimes_committed_against_SC_2013.csv::292,False,UNIQUE,RAMGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,RANCHI,2013,0,0,0,0,0,0,4,0,3,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,293,02_01_District_wise_crimes_committed_against_SC_2013.csv::293,False,UNIQUE,RANCHI,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SAHEBGANJ,2013,1,0,1,0,0,0,11,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,294,02_01_District_wise_crimes_committed_against_SC_2013.csv::294,False,UNIQUE,SAHEBGANJ,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SARAIKELA,2013,0,0,0,0,0,0,2,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,295,02_01_District_wise_crimes_committed_against_SC_2013.csv::295,False,UNIQUE,SARAIKELA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,SIMDEGA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,296,02_01_District_wise_crimes_committed_against_SC_2013.csv::296,False,UNIQUE,SIMDEGA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BAGALKOT,2013,2,5,0,1,0,0,8,0,43,35,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,298,02_01_District_wise_crimes_committed_against_SC_2013.csv::298,False,UNIQUE,BAGALKOT,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BANGALORE COMMR.,2013,2,2,0,0,0,0,10,1,128,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,299,02_01_District_wise_crimes_committed_against_SC_2013.csv::299,False,UNIQUE,BANGALORE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BELGAUM,2013,1,4,0,0,0,0,0,0,50,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,301,02_01_District_wise_crimes_committed_against_SC_2013.csv::301,False,UNIQUE,BELGAUM,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BELLARY,2013,0,0,0,0,0,0,0,1,36,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,302,02_01_District_wise_crimes_committed_against_SC_2013.csv::302,False,UNIQUE,BELLARY,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BIDAR,2013,1,1,0,0,0,0,0,1,22,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,303,02_01_District_wise_crimes_committed_against_SC_2013.csv::303,False,UNIQUE,BIDAR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,BIJAPUR,2013,4,2,2,0,0,0,18,0,37,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,304,02_01_District_wise_crimes_committed_against_SC_2013.csv::304,False,UNIQUE,BIJAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CBPURA,2013,1,2,0,0,0,0,0,0,53,48,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,305,02_01_District_wise_crimes_committed_against_SC_2013.csv::305,False,UNIQUE,CBPURA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CHAMARAJNAGAR,2013,0,0,0,0,0,0,0,0,14,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,306,02_01_District_wise_crimes_committed_against_SC_2013.csv::306,False,UNIQUE,CHAMARAJNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CHICKMAGALUR,2013,1,4,0,1,0,0,11,0,41,24,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,307,02_01_District_wise_crimes_committed_against_SC_2013.csv::307,False,UNIQUE,CHICKMAGALUR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,CHITRADURGA,2013,1,2,1,0,0,1,11,7,29,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,308,02_01_District_wise_crimes_committed_against_SC_2013.csv::308,False,UNIQUE,CHITRADURGA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,DAKSHIN KANNADA,2013,0,3,0,0,0,0,0,0,31,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,309,02_01_District_wise_crimes_committed_against_SC_2013.csv::309,False,UNIQUE,DAKSHIN KANNADA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,DAVANAGERE,2013,1,2,0,0,0,0,10,0,36,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,310,02_01_District_wise_crimes_committed_against_SC_2013.csv::310,False,UNIQUE,DAVANAGERE,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,DHARWAD COMMR.,2013,0,3,0,0,1,0,0,0,23,23,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,311,02_01_District_wise_crimes_committed_against_SC_2013.csv::311,False,UNIQUE,DHARWAD COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,GADAG,2013,0,0,0,0,0,0,0,0,17,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,313,02_01_District_wise_crimes_committed_against_SC_2013.csv::313,False,UNIQUE,GADAG,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,GULBARGA,2013,0,0,5,0,0,0,25,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,314,02_01_District_wise_crimes_committed_against_SC_2013.csv::314,False,UNIQUE,GULBARGA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,HASSAN,2013,0,0,0,0,0,0,0,0,69,69,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,315,02_01_District_wise_crimes_committed_against_SC_2013.csv::315,False,UNIQUE,HASSAN,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,HAVERI,2013,0,0,0,0,0,0,18,0,18,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,316,02_01_District_wise_crimes_committed_against_SC_2013.csv::316,False,UNIQUE,HAVERI,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,K.G.F.,2013,0,2,0,0,0,0,6,0,8,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,317,02_01_District_wise_crimes_committed_against_SC_2013.csv::317,False,UNIQUE,K.G.F.,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,KODAGU,2013,2,1,0,0,0,0,9,0,14,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,318,02_01_District_wise_crimes_committed_against_SC_2013.csv::318,False,UNIQUE,KODAGU,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,KOLAR,2013,3,5,0,0,0,0,0,0,95,87,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,319,02_01_District_wise_crimes_committed_against_SC_2013.csv::319,False,UNIQUE,KOLAR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,KOPPAL,2013,0,0,0,0,0,0,0,0,38,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,320,02_01_District_wise_crimes_committed_against_SC_2013.csv::320,False,UNIQUE,KOPPAL,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,MANDYA,2013,1,1,0,0,0,0,0,1,68,68,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,321,02_01_District_wise_crimes_committed_against_SC_2013.csv::321,False,UNIQUE,MANDYA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,MYSORE COMMR.,2013,0,0,0,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,323,02_01_District_wise_crimes_committed_against_SC_2013.csv::323,False,UNIQUE,MYSORE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,RAICHUR,2013,3,3,0,0,0,0,0,0,58,52,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,325,02_01_District_wise_crimes_committed_against_SC_2013.csv::325,False,UNIQUE,RAICHUR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,RAMANAGAR,2013,1,2,0,1,0,0,0,0,69,74,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,327,02_01_District_wise_crimes_committed_against_SC_2013.csv::327,False,UNIQUE,RAMANAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,SHIMOGA,2013,2,9,0,0,0,0,10,0,53,47,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,328,02_01_District_wise_crimes_committed_against_SC_2013.csv::328,False,UNIQUE,SHIMOGA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,TUMKUR,2013,1,2,1,0,1,0,70,0,89,12,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,329,02_01_District_wise_crimes_committed_against_SC_2013.csv::329,False,UNIQUE,TUMKUR,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,UDUPI,2013,1,3,0,0,0,0,2,0,35,29,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,330,02_01_District_wise_crimes_committed_against_SC_2013.csv::330,False,UNIQUE,UDUPI,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,UTTAR KANNADA,2013,0,0,0,0,0,0,0,0,28,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,331,02_01_District_wise_crimes_committed_against_SC_2013.csv::331,False,UNIQUE,UTTAR KANNADA,DISTRICT_OR_REPORTING_UNIT,VALID
Karnataka,YADGIRI,2013,0,0,0,0,0,0,0,0,33,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,332,02_01_District_wise_crimes_committed_against_SC_2013.csv::332,False,UNIQUE,YADGIRI,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,ALAPUZHA,2013,0,0,0,0,0,0,14,0,14,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,334,02_01_District_wise_crimes_committed_against_SC_2013.csv::334,False,UNIQUE,ALAPUZHA,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,ERNAKULAM COMMR.,2013,0,4,0,0,0,0,8,0,3,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,335,02_01_District_wise_crimes_committed_against_SC_2013.csv::335,False,UNIQUE,ERNAKULAM COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,IDUKKI,2013,0,3,0,0,0,0,15,0,4,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,337,02_01_District_wise_crimes_committed_against_SC_2013.csv::337,False,UNIQUE,IDUKKI,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,KANNUR,2013,0,3,0,0,0,0,18,0,3,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,338,02_01_District_wise_crimes_committed_against_SC_2013.csv::338,False,UNIQUE,KANNUR,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,KASARGOD,2013,0,0,0,0,0,0,13,0,1,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,339,02_01_District_wise_crimes_committed_against_SC_2013.csv::339,False,UNIQUE,KASARGOD,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,KOLLAM COMMR.,2013,0,10,0,0,0,0,9,0,11,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,340,02_01_District_wise_crimes_committed_against_SC_2013.csv::340,False,UNIQUE,KOLLAM COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,KOTTAYAM,2013,0,5,0,0,0,0,19,0,6,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,342,02_01_District_wise_crimes_committed_against_SC_2013.csv::342,False,UNIQUE,KOTTAYAM,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,KOZHIKODE COMMR.,2013,0,4,0,0,0,0,5,0,0,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,343,02_01_District_wise_crimes_committed_against_SC_2013.csv::343,False,UNIQUE,KOZHIKODE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,MALAPPURAM,2013,0,14,0,0,0,0,15,0,1,45,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,345,02_01_District_wise_crimes_committed_against_SC_2013.csv::345,False,UNIQUE,MALAPPURAM,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,PALAKKAD,2013,0,15,0,0,0,0,30,0,3,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,346,02_01_District_wise_crimes_committed_against_SC_2013.csv::346,False,UNIQUE,PALAKKAD,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,PATHANAMTHITTA,2013,0,3,0,0,0,0,5,0,2,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,347,02_01_District_wise_crimes_committed_against_SC_2013.csv::347,False,UNIQUE,PATHANAMTHITTA,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,THRISSUR COMMR.,2013,0,4,0,0,0,0,1,0,3,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,349,02_01_District_wise_crimes_committed_against_SC_2013.csv::349,False,UNIQUE,THRISSUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,TRIVANDRUM COMMR.,2013,0,3,0,0,0,0,10,0,5,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,351,02_01_District_wise_crimes_committed_against_SC_2013.csv::351,False,UNIQUE,TRIVANDRUM COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Kerala,WAYANADU,2013,0,0,0,0,0,0,5,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,353,02_01_District_wise_crimes_committed_against_SC_2013.csv::353,False,UNIQUE,WAYANADU,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,AGAR,2013,3,4,1,0,0,2,34,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,355,02_01_District_wise_crimes_committed_against_SC_2013.csv::355,False,UNIQUE,AGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,ALIRAJPUR,2013,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,356,02_01_District_wise_crimes_committed_against_SC_2013.csv::356,False,UNIQUE,ALIRAJPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,ANUPPUR,2013,0,8,1,0,0,0,1,0,0,9,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,357,02_01_District_wise_crimes_committed_against_SC_2013.csv::357,False,UNIQUE,ANUPPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,ASHOK NAGAR,2013,0,7,0,0,1,1,26,0,0,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,358,02_01_District_wise_crimes_committed_against_SC_2013.csv::358,False,UNIQUE,ASHOK NAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BALAGHAT,2013,0,5,0,0,0,0,8,0,0,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,359,02_01_District_wise_crimes_committed_against_SC_2013.csv::359,False,UNIQUE,BALAGHAT,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BARWANI,2013,0,2,1,0,0,0,3,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,360,02_01_District_wise_crimes_committed_against_SC_2013.csv::360,False,UNIQUE,BARWANI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BETUL,2013,3,6,1,0,0,0,26,0,0,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,361,02_01_District_wise_crimes_committed_against_SC_2013.csv::361,False,UNIQUE,BETUL,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BHIND,2013,1,7,0,0,0,0,7,0,0,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,362,02_01_District_wise_crimes_committed_against_SC_2013.csv::362,False,UNIQUE,BHIND,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BHOPAL,2013,1,15,3,0,0,1,0,0,0,46,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,363,02_01_District_wise_crimes_committed_against_SC_2013.csv::363,False,UNIQUE,BHOPAL,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BHOPAL RLY.,2013,1,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,364,02_01_District_wise_crimes_committed_against_SC_2013.csv::364,False,UNIQUE,BHOPAL RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,BURHANPUR,2013,0,1,1,0,0,0,3,0,0,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,365,02_01_District_wise_crimes_committed_against_SC_2013.csv::365,False,UNIQUE,BURHANPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,CHHATARPUR,2013,2,8,2,0,0,1,65,0,0,57,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,366,02_01_District_wise_crimes_committed_against_SC_2013.csv::366,False,UNIQUE,CHHATARPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,CHHINDWARA,2013,1,11,5,0,0,0,1,0,0,28,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,367,02_01_District_wise_crimes_committed_against_SC_2013.csv::367,False,UNIQUE,CHHINDWARA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,DAMOH,2013,1,5,1,0,0,0,15,0,0,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,368,02_01_District_wise_crimes_committed_against_SC_2013.csv::368,False,UNIQUE,DAMOH,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,DATIYA,2013,7,6,1,0,0,0,6,0,0,85,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,369,02_01_District_wise_crimes_committed_against_SC_2013.csv::369,False,UNIQUE,DATIYA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,DEWAS,2013,1,5,0,0,0,0,2,0,0,38,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,370,02_01_District_wise_crimes_committed_against_SC_2013.csv::370,False,UNIQUE,DEWAS,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,DHAR,2013,0,3,1,0,0,0,8,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,371,02_01_District_wise_crimes_committed_against_SC_2013.csv::371,False,UNIQUE,DHAR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,DINDORI,2013,0,1,0,0,0,0,0,0,0,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,372,02_01_District_wise_crimes_committed_against_SC_2013.csv::372,False,UNIQUE,DINDORI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,GUNA,2013,2,9,3,0,0,1,16,0,0,27,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,373,02_01_District_wise_crimes_committed_against_SC_2013.csv::373,False,UNIQUE,GUNA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,GWALIOR,2013,5,17,3,0,0,1,91,0,0,73,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,374,02_01_District_wise_crimes_committed_against_SC_2013.csv::374,False,UNIQUE,GWALIOR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,HARDA,2013,1,3,0,0,0,0,2,0,0,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,375,02_01_District_wise_crimes_committed_against_SC_2013.csv::375,False,UNIQUE,HARDA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,HOSHANGABAD,2013,4,9,3,0,0,0,32,0,0,28,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,376,02_01_District_wise_crimes_committed_against_SC_2013.csv::376,False,UNIQUE,HOSHANGABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,INDORE,2013,4,20,1,0,0,0,0,0,0,57,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,377,02_01_District_wise_crimes_committed_against_SC_2013.csv::377,False,UNIQUE,INDORE,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,INDORE RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,378,02_01_District_wise_crimes_committed_against_SC_2013.csv::378,False,UNIQUE,INDORE RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,JABALPUR,2013,5,19,4,0,0,0,22,0,1,48,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,379,02_01_District_wise_crimes_committed_against_SC_2013.csv::379,False,UNIQUE,JABALPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,JABALPUR RLY.,2013,2,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,380,02_01_District_wise_crimes_committed_against_SC_2013.csv::380,False,UNIQUE,JABALPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,JHABUA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,381,02_01_District_wise_crimes_committed_against_SC_2013.csv::381,False,UNIQUE,JHABUA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,KATNI,2013,1,3,0,0,0,0,1,0,0,16,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,382,02_01_District_wise_crimes_committed_against_SC_2013.csv::382,False,UNIQUE,KATNI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,KHANDWA,2013,1,2,0,0,0,0,1,0,0,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,383,02_01_District_wise_crimes_committed_against_SC_2013.csv::383,False,UNIQUE,KHANDWA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,KHARGON,2013,1,9,2,0,0,0,11,0,0,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,384,02_01_District_wise_crimes_committed_against_SC_2013.csv::384,False,UNIQUE,KHARGON,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,MANDLA,2013,0,1,0,0,0,0,1,0,0,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,385,02_01_District_wise_crimes_committed_against_SC_2013.csv::385,False,UNIQUE,MANDLA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,MANDSAUR,2013,1,4,4,0,0,0,18,0,0,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,386,02_01_District_wise_crimes_committed_against_SC_2013.csv::386,False,UNIQUE,MANDSAUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,MORENA,2013,1,8,3,0,0,0,7,0,0,158,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,387,02_01_District_wise_crimes_committed_against_SC_2013.csv::387,False,UNIQUE,MORENA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,NARSINGHPUR,2013,0,14,2,0,0,0,58,0,0,26,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,388,02_01_District_wise_crimes_committed_against_SC_2013.csv::388,False,UNIQUE,NARSINGHPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,NEEMUCH,2013,0,5,0,0,0,1,16,0,0,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,389,02_01_District_wise_crimes_committed_against_SC_2013.csv::389,False,UNIQUE,NEEMUCH,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,PANNA,2013,1,5,1,0,0,0,0,0,0,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,390,02_01_District_wise_crimes_committed_against_SC_2013.csv::390,False,UNIQUE,PANNA,DISTRICT_OR_REPORTING_UNIT,VALID
