STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against SCs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Gujarat,CID CRIME,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,171,02_01_District_wise_crimes_committed_against_SC_2013.csv::171,False,UNIQUE,CID CRIME,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,DAHOD,2013,0,1,0,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,172,02_01_District_wise_crimes_committed_against_SC_2013.csv::172,False,UNIQUE,DAHOD,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,GANDHINAGAR,2013,0,4,4,0,1,0,22,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,173,02_01_District_wise_crimes_committed_against_SC_2013.csv::173,False,UNIQUE,GANDHINAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,HIMATNAGAR,2013,0,2,1,0,0,1,2,0,0,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,174,02_01_District_wise_crimes_committed_against_SC_2013.csv::174,False,UNIQUE,HIMATNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,JAMNAGAR,2013,1,5,1,1,0,0,12,0,4,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,175,02_01_District_wise_crimes_committed_against_SC_2013.csv::175,False,UNIQUE,JAMNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,JUNAGADH,2013,3,3,0,0,2,1,15,0,8,74,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,176,02_01_District_wise_crimes_committed_against_SC_2013.csv::176,False,UNIQUE,JUNAGADH,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,KHEDA NORTH,2013,1,1,2,0,0,1,3,0,14,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,177,02_01_District_wise_crimes_committed_against_SC_2013.csv::177,False,UNIQUE,KHEDA NORTH,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,KUTCH (EAST(G)),2013,5,6,3,1,0,0,6,0,3,43,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,178,02_01_District_wise_crimes_committed_against_SC_2013.csv::178,False,UNIQUE,KUTCH (EAST(G)),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,KUTCH (WEST-BHUJ),2013,0,2,0,0,1,0,5,0,2,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,179,02_01_District_wise_crimes_committed_against_SC_2013.csv::179,False,UNIQUE,KUTCH (WEST-BHUJ),DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,MEHSANA,2013,2,7,1,2,0,1,46,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,180,02_01_District_wise_crimes_committed_against_SC_2013.csv::180,False,UNIQUE,MEHSANA,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,NARMADA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,181,02_01_District_wise_crimes_committed_against_SC_2013.csv::181,False,UNIQUE,NARMADA,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,NAVSARI,2013,0,0,0,0,0,0,0,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,182,02_01_District_wise_crimes_committed_against_SC_2013.csv::182,False,UNIQUE,NAVSARI,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,PALANPUR,2013,1,3,1,0,1,1,23,0,25,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,183,02_01_District_wise_crimes_committed_against_SC_2013.csv::183,False,UNIQUE,PALANPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,PANCHMAHAL,2013,4,2,0,0,1,0,17,0,7,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,184,02_01_District_wise_crimes_committed_against_SC_2013.csv::184,False,UNIQUE,PANCHMAHAL,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,PATAN,2013,0,3,0,0,1,1,8,0,0,61,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,185,02_01_District_wise_crimes_committed_against_SC_2013.csv::185,False,UNIQUE,PATAN,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,PORBANDAR,2013,1,0,0,0,0,0,1,0,4,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,186,02_01_District_wise_crimes_committed_against_SC_2013.csv::186,False,UNIQUE,PORBANDAR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,RAJKOT COMMR.,2013,1,4,0,0,1,0,2,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,187,02_01_District_wise_crimes_committed_against_SC_2013.csv::187,False,UNIQUE,RAJKOT COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,SURAT COMMR.,2013,0,1,0,0,0,0,1,0,12,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,189,02_01_District_wise_crimes_committed_against_SC_2013.csv::189,False,UNIQUE,SURAT COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,SURENDRANAGAR,2013,1,4,2,1,2,0,10,0,5,48,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,191,02_01_District_wise_crimes_committed_against_SC_2013.csv::191,False,UNIQUE,SURENDRANAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,TAPI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,192,02_01_District_wise_crimes_committed_against_SC_2013.csv::192,False,UNIQUE,TAPI,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,VADODARA COMMR.,2013,0,1,1,0,0,0,3,0,3,23,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,193,02_01_District_wise_crimes_committed_against_SC_2013.csv::193,False,UNIQUE,VADODARA COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,VALSAD,2013,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,195,02_01_District_wise_crimes_committed_against_SC_2013.csv::195,False,UNIQUE,VALSAD,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.RLY AHMEDABAD,2013,0,0,0,0,0,0,0,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,196,02_01_District_wise_crimes_committed_against_SC_2013.csv::196,False,UNIQUE,W.RLY AHMEDABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Gujarat,W.RLY VADODARA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,197,02_01_District_wise_crimes_committed_against_SC_2013.csv::197,False,UNIQUE,W.RLY VADODARA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,BHIWANI,2013,3,14,4,0,0,0,1,0,1,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,201,02_01_District_wise_crimes_committed_against_SC_2013.csv::201,False,UNIQUE,BHIWANI,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,FARIDABAD,2013,0,5,3,0,0,0,0,0,1,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,202,02_01_District_wise_crimes_committed_against_SC_2013.csv::202,False,UNIQUE,FARIDABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,FATEHABAD,2013,0,5,1,0,0,0,0,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,203,02_01_District_wise_crimes_committed_against_SC_2013.csv::203,False,UNIQUE,FATEHABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,GRP,2013,0,0,2,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,204,02_01_District_wise_crimes_committed_against_SC_2013.csv::204,False,UNIQUE,GRP,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,GURGAON,2013,1,7,1,0,0,0,0,0,1,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,205,02_01_District_wise_crimes_committed_against_SC_2013.csv::205,False,UNIQUE,GURGAON,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,HISSAR,2013,1,6,2,0,0,0,0,0,4,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,206,02_01_District_wise_crimes_committed_against_SC_2013.csv::206,False,UNIQUE,HISSAR,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,207,02_01_District_wise_crimes_committed_against_SC_2013.csv::207,False,UNIQUE,I&P HARYANA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,JHAJJAR,2013,0,1,3,0,0,0,0,0,0,12,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,208,02_01_District_wise_crimes_committed_against_SC_2013.csv::208,False,UNIQUE,JHAJJAR,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,JIND,2013,1,4,1,0,1,1,2,0,1,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,209,02_01_District_wise_crimes_committed_against_SC_2013.csv::209,False,UNIQUE,JIND,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KAITHAL,2013,0,5,2,1,0,0,1,0,0,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,210,02_01_District_wise_crimes_committed_against_SC_2013.csv::210,False,UNIQUE,KAITHAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KARNAL,2013,1,11,4,0,0,1,1,0,1,33,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,211,02_01_District_wise_crimes_committed_against_SC_2013.csv::211,False,UNIQUE,KARNAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,KURUKSHETRA,2013,2,2,2,0,0,0,0,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,212,02_01_District_wise_crimes_committed_against_SC_2013.csv::212,False,UNIQUE,KURUKSHETRA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,MAHENDRAGARH,2013,5,6,1,0,0,0,2,0,1,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,213,02_01_District_wise_crimes_committed_against_SC_2013.csv::213,False,UNIQUE,MAHENDRAGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,MEWAT,2013,0,2,0,0,1,0,0,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,214,02_01_District_wise_crimes_committed_against_SC_2013.csv::214,False,UNIQUE,MEWAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PALWAL,2013,1,8,0,0,0,0,2,0,0,14,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,215,02_01_District_wise_crimes_committed_against_SC_2013.csv::215,False,UNIQUE,PALWAL,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PANCHKULA,2013,0,2,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,216,02_01_District_wise_crimes_committed_against_SC_2013.csv::216,False,UNIQUE,PANCHKULA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,PANIPAT,2013,1,2,0,0,0,0,0,0,1,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,217,02_01_District_wise_crimes_committed_against_SC_2013.csv::217,False,UNIQUE,PANIPAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,REWARI,2013,1,11,2,0,0,0,0,0,0,25,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,218,02_01_District_wise_crimes_committed_against_SC_2013.csv::218,False,UNIQUE,REWARI,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,ROHTAK,2013,4,10,5,0,0,0,0,0,0,9,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,219,02_01_District_wise_crimes_committed_against_SC_2013.csv::219,False,UNIQUE,ROHTAK,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,SIRSA,2013,0,12,2,0,0,0,0,0,2,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,220,02_01_District_wise_crimes_committed_against_SC_2013.csv::220,False,UNIQUE,SIRSA,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,SONIPAT,2013,0,3,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,221,02_01_District_wise_crimes_committed_against_SC_2013.csv::221,False,UNIQUE,SONIPAT,DISTRICT_OR_REPORTING_UNIT,VALID
Haryana,YAMUNANAGAR,2013,0,5,1,0,0,0,0,0,0,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,222,02_01_District_wise_crimes_committed_against_SC_2013.csv::222,False,UNIQUE,YAMUNANAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,BADDIPOLICEDIST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,224,02_01_District_wise_crimes_committed_against_SC_2013.csv::224,False,UNIQUE,BADDIPOLICEDIST,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,BILASPUR,2013,0,1,0,0,0,0,0,2,5,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,225,02_01_District_wise_crimes_committed_against_SC_2013.csv::225,False,UNIQUE,BILASPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,CHAMBA,2013,0,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,226,02_01_District_wise_crimes_committed_against_SC_2013.csv::226,False,UNIQUE,CHAMBA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,CID,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,227,02_01_District_wise_crimes_committed_against_SC_2013.csv::227,False,UNIQUE,CID,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,228,02_01_District_wise_crimes_committed_against_SC_2013.csv::228,False,UNIQUE,G.R.P.,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,HAMIRPUR,2013,0,0,0,0,0,0,0,0,13,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,229,02_01_District_wise_crimes_committed_against_SC_2013.csv::229,False,UNIQUE,HAMIRPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KANGRA,2013,0,0,0,0,0,0,0,0,15,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,230,02_01_District_wise_crimes_committed_against_SC_2013.csv::230,False,UNIQUE,KANGRA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KINNAUR,2013,0,0,0,0,0,0,0,2,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,231,02_01_District_wise_crimes_committed_against_SC_2013.csv::231,False,UNIQUE,KINNAUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,KULLU,2013,0,0,0,0,0,0,0,0,5,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,232,02_01_District_wise_crimes_committed_against_SC_2013.csv::232,False,UNIQUE,KULLU,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,LAHAUL-SPITI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,233,02_01_District_wise_crimes_committed_against_SC_2013.csv::233,False,UNIQUE,LAHAUL-SPITI,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,MANDI,2013,0,2,0,0,0,0,0,0,11,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,234,02_01_District_wise_crimes_committed_against_SC_2013.csv::234,False,UNIQUE,MANDI,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SHIMLA,2013,0,3,0,0,0,0,0,0,15,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,235,02_01_District_wise_crimes_committed_against_SC_2013.csv::235,False,UNIQUE,SHIMLA,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SIRMAUR,2013,0,6,0,0,0,0,0,0,5,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,236,02_01_District_wise_crimes_committed_against_SC_2013.csv::236,False,UNIQUE,SIRMAUR,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,SOLAN,2013,0,0,0,0,0,0,0,0,3,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,237,02_01_District_wise_crimes_committed_against_SC_2013.csv::237,False,UNIQUE,SOLAN,DISTRICT_OR_REPORTING_UNIT,VALID
Himachal Pradesh,UNA,2013,0,5,0,0,0,0,0,0,10,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,238,02_01_District_wise_crimes_committed_against_SC_2013.csv::238,False,UNIQUE,UNA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,ANANTNAG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,240,02_01_District_wise_crimes_committed_against_SC_2013.csv::240,False,UNIQUE,ANANTNAG,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,AWANTIPORA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,241,02_01_District_wise_crimes_committed_against_SC_2013.csv::241,False,UNIQUE,AWANTIPORA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BANDIPORA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,242,02_01_District_wise_crimes_committed_against_SC_2013.csv::242,False,UNIQUE,BANDIPORA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BARAMULLA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,243,02_01_District_wise_crimes_committed_against_SC_2013.csv::243,False,UNIQUE,BARAMULLA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,BUDGAM,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,244,02_01_District_wise_crimes_committed_against_SC_2013.csv::244,False,UNIQUE,BUDGAM,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,245,02_01_District_wise_crimes_committed_against_SC_2013.csv::245,False,UNIQUE,CRIME JAMMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,246,02_01_District_wise_crimes_committed_against_SC_2013.csv::246,False,UNIQUE,CRIME SRINAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,DODA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,247,02_01_District_wise_crimes_committed_against_SC_2013.csv::247,False,UNIQUE,DODA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,GANDERBAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,248,02_01_District_wise_crimes_committed_against_SC_2013.csv::248,False,UNIQUE,GANDERBAL,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,HANDWARA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,249,02_01_District_wise_crimes_committed_against_SC_2013.csv::249,False,UNIQUE,HANDWARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,JAMMU,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,250,02_01_District_wise_crimes_committed_against_SC_2013.csv::250,False,UNIQUE,JAMMU,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KARGIL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,251,02_01_District_wise_crimes_committed_against_SC_2013.csv::251,False,UNIQUE,KARGIL,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KATHUA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,252,02_01_District_wise_crimes_committed_against_SC_2013.csv::252,False,UNIQUE,KATHUA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KISHTWAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,253,02_01_District_wise_crimes_committed_against_SC_2013.csv::253,False,UNIQUE,KISHTWAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KULGAM,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,254,02_01_District_wise_crimes_committed_against_SC_2013.csv::254,False,UNIQUE,KULGAM,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,KUPWARA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,255,02_01_District_wise_crimes_committed_against_SC_2013.csv::255,False,UNIQUE,KUPWARA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,LEH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,256,02_01_District_wise_crimes_committed_against_SC_2013.csv::256,False,UNIQUE,LEH,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,POONCH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,257,02_01_District_wise_crimes_committed_against_SC_2013.csv::257,False,UNIQUE,POONCH,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,PULWAMA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,258,02_01_District_wise_crimes_committed_against_SC_2013.csv::258,False,UNIQUE,PULWAMA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,RAJOURI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,262,02_01_District_wise_crimes_committed_against_SC_2013.csv::262,False,UNIQUE,RAJOURI,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,RAMBAN,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,263,02_01_District_wise_crimes_committed_against_SC_2013.csv::263,False,UNIQUE,RAMBAN,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,REASI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,264,02_01_District_wise_crimes_committed_against_SC_2013.csv::264,False,UNIQUE,REASI,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SAMBA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,265,02_01_District_wise_crimes_committed_against_SC_2013.csv::265,False,UNIQUE,SAMBA,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SHOPIAN,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,266,02_01_District_wise_crimes_committed_against_SC_2013.csv::266,False,UNIQUE,SHOPIAN,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SOPORE,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,267,02_01_District_wise_crimes_committed_against_SC_2013.csv::267,False,UNIQUE,SOPORE,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,268,02_01_District_wise_crimes_committed_against_SC_2013.csv::268,False,UNIQUE,SRINAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jammu & Kashmir,UDHAMPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,269,02_01_District_wise_crimes_committed_against_SC_2013.csv::269,False,UNIQUE,UDHAMPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,BOKARO,2013,0,0,0,0,0,0,0,0,10,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,271,02_01_District_wise_crimes_committed_against_SC_2013.csv::271,False,UNIQUE,BOKARO,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,CHAIBASA,2013,0,0,0,0,0,0,0,0,4,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,272,02_01_District_wise_crimes_committed_against_SC_2013.csv::272,False,UNIQUE,CHAIBASA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,CHATRA,2013,0,0,0,0,0,0,0,0,11,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,273,02_01_District_wise_crimes_committed_against_SC_2013.csv::273,False,UNIQUE,CHATRA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DEOGHAR,2013,0,0,0,0,0,0,82,0,37,16,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,274,02_01_District_wise_crimes_committed_against_SC_2013.csv::274,False,UNIQUE,DEOGHAR,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DHANBAD,2013,0,0,0,0,0,1,10,0,65,54,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,275,02_01_District_wise_crimes_committed_against_SC_2013.csv::275,False,UNIQUE,DHANBAD,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DHANBAD RLY.,2013,0,0,0,0,0,0,0,0,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,276,02_01_District_wise_crimes_committed_against_SC_2013.csv::276,False,UNIQUE,DHANBAD RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,DUMKA,2013,0,0,0,0,0,0,1,0,8,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,277,02_01_District_wise_crimes_committed_against_SC_2013.csv::277,False,UNIQUE,DUMKA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GARHWA,2013,2,1,0,0,0,0,61,0,52,15,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,278,02_01_District_wise_crimes_committed_against_SC_2013.csv::278,False,UNIQUE,GARHWA,DISTRICT_OR_REPORTING_UNIT,VALID
Jharkhand,GIRIDIH,2013,3,1,0,0,0,0,0,0,17,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,279,02_01_District_wise_crimes_committed_against_SC_2013.csv::279,False,UNIQUE,GIRIDIH,DISTRICT_OR_REPORTING_UNIT,VALID
