file_number,filename,relative_path,row_count,column_count,column_names,data_types,year_date_columns,state_columns,location_columns,district_columns,crime_columns,victim_columns,count_value_columns,read_status,encoding,parser,parsing_issue,bad_rows,read_error
1,01_District_wise_crimes_committed_IPC_2001_2012.csv,data\raw\crime_data\01_District_wise_crimes_committed_IPC_2001_2012.csv,9017,33,"[""STATE/UT"", ""DISTRICT"", ""YEAR"", ""MURDER"", ""ATTEMPT TO MURDER"", ""CULPABLE HOMICIDE NOT AMOUNTING TO MURDER"", ""RAPE"", ""CUSTODIAL RAPE"", ""OTHER RAPE"", ""KIDNAPPING & ABDUCTION"", ""KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS"", ""KIDNAPPING AND ABDUCTION OF OTHERS"", ""DACOITY"", ""PREPARATION AND ASSEMBLY FOR DACOITY"", ""ROBBERY"", ""BURGLARY"", ""THEFT"", ""AUTO THEFT"", ""OTHER THEFT"", ""RIOTS"", ""CRIMINAL BREACH OF TRUST"", ""CHEATING"", ""COUNTERFIETING"", ""ARSON"", ""HURT/GREVIOUS HURT"", ""DOWRY DEATHS"", ""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY"", ""INSULT TO MODESTY OF WOMEN"", ""CRUELTY BY HUSBAND OR HIS RELATIVES"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"", ""CAUSING DEATH BY NEGLIGENCE"", ""OTHER IPC CRIMES"", ""TOTAL IPC CRIMES""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""YEAR"": ""int64"", ""MURDER"": ""int64"", ""ATTEMPT TO MURDER"": ""int64"", ""CULPABLE HOMICIDE NOT AMOUNTING TO MURDER"": ""int64"", ""RAPE"": ""int64"", ""CUSTODIAL RAPE"": ""int64"", ""OTHER RAPE"": ""int64"", ""KIDNAPPING & ABDUCTION"": ""int64"", ""KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS"": ""int64"", ""KIDNAPPING AND ABDUCTION OF OTHERS"": ""int64"", ""DACOITY"": ""int64"", ""PREPARATION AND ASSEMBLY FOR DACOITY"": ""int64"", ""ROBBERY"": ""int64"", ""BURGLARY"": ""int64"", ""THEFT"": ""int64"", ""AUTO THEFT"": ""int64"", ""OTHER THEFT"": ""int64"", ""RIOTS"": ""int64"", ""CRIMINAL BREACH OF TRUST"": ""int64"", ""CHEATING"": ""int64"", ""COUNTERFIETING"": ""int64"", ""ARSON"": ""int64"", ""HURT/GREVIOUS HURT"": ""int64"", ""DOWRY DEATHS"": ""int64"", ""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY"": ""int64"", ""INSULT TO MODESTY OF WOMEN"": ""int64"", ""CRUELTY BY HUSBAND OR HIS RELATIVES"": ""int64"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"": ""int64"", ""CAUSING DEATH BY NEGLIGENCE"": ""int64"", ""OTHER IPC CRIMES"": ""int64"", ""TOTAL IPC CRIMES"": ""int64""}","[""YEAR""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""OTHER IPC CRIMES"", ""TOTAL IPC CRIMES""]","[""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY""]","[""COUNTERFIETING"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"", ""TOTAL IPC CRIMES""]",success,utf-8,default,False,0,
2,01_District_wise_crimes_committed_IPC_2013.csv,data\raw\crime_data\01_District_wise_crimes_committed_IPC_2013.csv,823,33,"[""STATE/UT"", ""DISTRICT"", ""YEAR"", ""MURDER"", ""ATTEMPT TO MURDER"", ""CULPABLE HOMICIDE NOT AMOUNTING TO MURDER"", ""RAPE"", ""CUSTODIAL RAPE"", ""OTHER RAPE"", ""KIDNAPPING & ABDUCTION"", ""KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS"", ""KIDNAPPING AND ABDUCTION OF OTHERS"", ""DACOITY"", ""PREPARATION AND ASSEMBLY FOR DACOITY"", ""ROBBERY"", ""BURGLARY"", ""THEFT"", ""AUTO THEFT"", ""OTHER THEFT"", ""RIOTS"", ""CRIMINAL BREACH OF TRUST"", ""CHEATING"", ""COUNTERFIETING"", ""ARSON"", ""HURT/GREVIOUS HURT"", ""DOWRY DEATHS"", ""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY"", ""INSULT TO MODESTY OF WOMEN"", ""CRUELTY BY HUSBAND OR HIS RELATIVES"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"", ""CAUSING DEATH BY NEGLIGENCE"", ""OTHER IPC CRIMES"", ""TOTAL IPC CRIMES""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""YEAR"": ""int64"", ""MURDER"": ""int64"", ""ATTEMPT TO MURDER"": ""int64"", ""CULPABLE HOMICIDE NOT AMOUNTING TO MURDER"": ""int64"", ""RAPE"": ""int64"", ""CUSTODIAL RAPE"": ""int64"", ""OTHER RAPE"": ""int64"", ""KIDNAPPING & ABDUCTION"": ""int64"", ""KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS"": ""int64"", ""KIDNAPPING AND ABDUCTION OF OTHERS"": ""int64"", ""DACOITY"": ""int64"", ""PREPARATION AND ASSEMBLY FOR DACOITY"": ""int64"", ""ROBBERY"": ""int64"", ""BURGLARY"": ""int64"", ""THEFT"": ""int64"", ""AUTO THEFT"": ""int64"", ""OTHER THEFT"": ""int64"", ""RIOTS"": ""int64"", ""CRIMINAL BREACH OF TRUST"": ""int64"", ""CHEATING"": ""int64"", ""COUNTERFIETING"": ""int64"", ""ARSON"": ""int64"", ""HURT/GREVIOUS HURT"": ""int64"", ""DOWRY DEATHS"": ""int64"", ""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY"": ""int64"", ""INSULT TO MODESTY OF WOMEN"": ""int64"", ""CRUELTY BY HUSBAND OR HIS RELATIVES"": ""int64"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"": ""int64"", ""CAUSING DEATH BY NEGLIGENCE"": ""int64"", ""OTHER IPC CRIMES"": ""int64"", ""TOTAL IPC CRIMES"": ""int64""}","[""YEAR""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""OTHER IPC CRIMES"", ""TOTAL IPC CRIMES""]","[""ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY""]","[""COUNTERFIETING"", ""IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES"", ""TOTAL IPC CRIMES""]",success,utf-8,default,False,0,
3,01_District_wise_crimes_committed_IPC_2014.csv,data\raw\crime_data\01_District_wise_crimes_committed_IPC_2014.csv,838,91,"[""States/UTs"", ""District"", ""Year"", ""Murder"", ""Attempt to commit Murder"", ""Culpable Homicide not amounting to Murder"", ""Attempt to commit Culpable Homicide"", ""Rape"", ""Custodial Rape"", ""Custodial_Gang Rape"", ""Custodial_Other Rape"", ""Rape other than Custodial"", ""Rape_Gang Rape"", ""Rape_Others"", ""Attempt to commit Rape"", ""Kidnapping & Abduction_Total"", ""Kidnapping & Abduction"", ""Kidnapping & Abduction in order to Murder"", ""Kidnapping for Ransom"", ""Kidnapping & Abduction of Women to compel her for marriage"", ""Other Kidnapping"", ""Dacoity"", ""Dacoity with Murder"", ""Other Dacoity"", ""Making Preparation and Assembly for committing Dacoity"", ""Robbery"", ""Criminal Trespass/Burglary"", ""Criminal Trespass or Burglary"", ""House Trespass & House Breaking"", ""Theft"", ""Auto Theft"", ""Other Thefts"", ""Unlawful Assembly"", ""Riots"", ""Riots_Communal"", ""Riots_Industrial"", ""Riots_Political"", ""Riots_Caste Conflict"", ""Riots_SC/STs Vs Non-SCs/STs"", ""Riots_Other Caste Conflict"", ""Riots_Agrarian"", ""Riots_Students"", ""Riots_Sectarian"", ""Riots_Others"", ""Criminal Breach of Trust"", ""Cheating"", ""Forgery"", ""Counterfeiting"", ""Counterfeit Offences related to Counterfeit Coin"", ""Counterfeiting Government Stamp"", ""Counterfeit currency & Bank notes"", ""Counterfeiting currency notes/Bank notes"", ""Using forged or counterfeiting currency/Bank notes"", ""Possession of forged or counterfeiting currency/Bank notes"", ""Making or Possessing materials for forged currency/Bank notes"", ""Making or Using documents resembling currency"", ""Arson"", ""Grievous Hurt"", ""Hurt"", ""Acid attack"", ""Attempt to Acid Attack"", ""Dowry Deaths"", ""Assault on Women with intent to outrage her Modesty"", ""Sexual Harassment"", ""Assault or use of criminal force to women with intent to Disrobe"", ""Voyeurism"", ""Stalking"", ""Other Assault on Women"", ""Insult to the Modesty of Women"", ""At Office premises"", ""Other places related to work"", ""In Public Transport system"", ""Places other than 231, 232 & 233"", ""Cruelty by Husband or his Relatives"", ""Importation of Girls from Foreign Country"", ""Causing Death by Negligence"", ""Deaths due to negligent driving/act"", ""Deaths due to Other Causes"", ""Offences against State"", ""Sedition"", ""Other offences against State"", ""Offences promoting enmity between different groups"", ""Promoting enmity between different groups"", ""Imputation, assertions prejudicial to national integration"", ""Extortion"", ""Disclosure of Identity of Victims"", ""Incidence of Rash Driving"", ""HumanTrafficking"", ""Unnatural Offence"", ""Other IPC crimes"", ""Total Cognizable IPC crimes""]","{""States/UTs"": ""object"", ""District"": ""object"", ""Year"": ""int64"", ""Murder"": ""int64"", ""Attempt to commit Murder"": ""int64"", ""Culpable Homicide not amounting to Murder"": ""int64"", ""Attempt to commit Culpable Homicide"": ""int64"", ""Rape"": ""int64"", ""Custodial Rape"": ""int64"", ""Custodial_Gang Rape"": ""int64"", ""Custodial_Other Rape"": ""int64"", ""Rape other than Custodial"": ""int64"", ""Rape_Gang Rape"": ""int64"", ""Rape_Others"": ""int64"", ""Attempt to commit Rape"": ""int64"", ""Kidnapping & Abduction_Total"": ""int64"", ""Kidnapping & Abduction"": ""int64"", ""Kidnapping & Abduction in order to Murder"": ""int64"", ""Kidnapping for Ransom"": ""int64"", ""Kidnapping & Abduction of Women to compel her for marriage"": ""int64"", ""Other Kidnapping"": ""int64"", ""Dacoity"": ""int64"", ""Dacoity with Murder"": ""int64"", ""Other Dacoity"": ""int64"", ""Making Preparation and Assembly for committing Dacoity"": ""int64"", ""Robbery"": ""int64"", ""Criminal Trespass/Burglary"": ""int64"", ""Criminal Trespass or Burglary"": ""int64"", ""House Trespass & House Breaking"": ""int64"", ""Theft"": ""int64"", ""Auto Theft"": ""int64"", ""Other Thefts"": ""int64"", ""Unlawful Assembly"": ""int64"", ""Riots"": ""int64"", ""Riots_Communal"": ""int64"", ""Riots_Industrial"": ""int64"", ""Riots_Political"": ""int64"", ""Riots_Caste Conflict"": ""int64"", ""Riots_SC/STs Vs Non-SCs/STs"": ""int64"", ""Riots_Other Caste Conflict"": ""int64"", ""Riots_Agrarian"": ""int64"", ""Riots_Students"": ""int64"", ""Riots_Sectarian"": ""int64"", ""Riots_Others"": ""int64"", ""Criminal Breach of Trust"": ""int64"", ""Cheating"": ""int64"", ""Forgery"": ""int64"", ""Counterfeiting"": ""int64"", ""Counterfeit Offences related to Counterfeit Coin"": ""int64"", ""Counterfeiting Government Stamp"": ""int64"", ""Counterfeit currency & Bank notes"": ""int64"", ""Counterfeiting currency notes/Bank notes"": ""int64"", ""Using forged or counterfeiting currency/Bank notes"": ""int64"", ""Possession of forged or counterfeiting currency/Bank notes"": ""int64"", ""Making or Possessing materials for forged currency/Bank notes"": ""int64"", ""Making or Using documents resembling currency"": ""int64"", ""Arson"": ""int64"", ""Grievous Hurt"": ""int64"", ""Hurt"": ""int64"", ""Acid attack"": ""int64"", ""Attempt to Acid Attack"": ""int64"", ""Dowry Deaths"": ""int64"", ""Assault on Women with intent to outrage her Modesty"": ""int64"", ""Sexual Harassment"": ""int64"", ""Assault or use of criminal force to women with intent to Disrobe"": ""int64"", ""Voyeurism"": ""int64"", ""Stalking"": ""int64"", ""Other Assault on Women"": ""int64"", ""Insult to the Modesty of Women"": ""int64"", ""At Office premises"": ""int64"", ""Other places related to work"": ""int64"", ""In Public Transport system"": ""int64"", ""Places other than 231, 232 & 233"": ""int64"", ""Cruelty by Husband or his Relatives"": ""int64"", ""Importation of Girls from Foreign Country"": ""int64"", ""Causing Death by Negligence"": ""int64"", ""Deaths due to negligent driving/act"": ""int64"", ""Deaths due to Other Causes"": ""int64"", ""Offences against State"": ""int64"", ""Sedition"": ""int64"", ""Other offences against State"": ""int64"", ""Offences promoting enmity between different groups"": ""int64"", ""Promoting enmity between different groups"": ""int64"", ""Imputation, assertions prejudicial to national integration"": ""int64"", ""Extortion"": ""int64"", ""Disclosure of Identity of Victims"": ""int64"", ""Incidence of Rash Driving"": ""int64"", ""HumanTrafficking"": ""int64"", ""Unnatural Offence"": ""int64"", ""Other IPC crimes"": ""int64"", ""Total Cognizable IPC crimes"": ""int64""}","[""Year""]","[""States/UTs"", ""Offences against State"", ""Other offences against State""]","[""States/UTs"", ""District"", ""Other places related to work"", ""Places other than 231, 232 & 233"", ""Offences against State"", ""Other offences against State""]","[""District""]","[""Counterfeit Offences related to Counterfeit Coin"", ""Offences against State"", ""Other offences against State"", ""Offences promoting enmity between different groups"", ""Unnatural Offence"", ""Other IPC crimes"", ""Total Cognizable IPC crimes""]","[""Kidnapping & Abduction of Women to compel her for marriage"", ""Assault on Women with intent to outrage her Modesty"", ""Sexual Harassment"", ""Disclosure of Identity of Victims""]","[""Kidnapping & Abduction_Total"", ""Counterfeiting"", ""Counterfeit Offences related to Counterfeit Coin"", ""Counterfeiting Government Stamp"", ""Counterfeit currency & Bank notes"", ""Counterfeiting currency notes/Bank notes"", ""Using forged or counterfeiting currency/Bank notes"", ""Possession of forged or counterfeiting currency/Bank notes"", ""Importation of Girls from Foreign Country"", ""Total Cognizable IPC crimes""]",success,utf-8,default,False,0,
4,02_01_District_wise_crimes_committed_against_SC_2001_2012.csv,data\raw\crime_data\02_01_District_wise_crimes_committed_against_SC_2001_2012.csv,9018,13,"[""STATE/UT"", ""DISTRICT"", ""Year"", ""Murder"", ""Rape"", ""Kidnapping and Abduction"", ""Dacoity"", ""Robbery"", ""Arson"", ""Hurt"", ""Prevention of atrocities (POA) Act"", ""Protection of Civil Rights (PCR) Act"", ""Other Crimes Against SCs""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""Year"": ""int64"", ""Murder"": ""int64"", ""Rape"": ""int64"", ""Kidnapping and Abduction"": ""int64"", ""Dacoity"": ""int64"", ""Robbery"": ""int64"", ""Arson"": ""int64"", ""Hurt"": ""int64"", ""Prevention of atrocities (POA) Act"": ""int64"", ""Protection of Civil Rights (PCR) Act"": ""int64"", ""Other Crimes Against SCs"": ""int64""}","[""Year""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""Other Crimes Against SCs""]",[],[],success,utf-8,default,False,0,
5,02_01_District_wise_crimes_committed_against_SC_2013.csv,data\raw\crime_data\02_01_District_wise_crimes_committed_against_SC_2013.csv,823,13,"[""STATE/UT"", ""DISTRICT"", ""Year"", ""Murder"", ""Rape"", ""Kidnapping and Abduction"", ""Dacoity"", ""Robbery"", ""Arson"", ""Hurt"", ""Protection of Civil Rights (PCR) Act"", ""Prevention of atrocities (POA) Act"", ""Other Crimes Against SCs""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""Year"": ""int64"", ""Murder"": ""int64"", ""Rape"": ""int64"", ""Kidnapping and Abduction"": ""int64"", ""Dacoity"": ""int64"", ""Robbery"": ""int64"", ""Arson"": ""int64"", ""Hurt"": ""int64"", ""Protection of Civil Rights (PCR) Act"": ""int64"", ""Prevention of atrocities (POA) Act"": ""int64"", ""Other Crimes Against SCs"": ""int64""}","[""Year""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""Other Crimes Against SCs""]",[],[],success,utf-8,default,False,0,
6,02_01_District_wise_crimes_committed_against_SC_2014.csv,data\raw\crime_data\02_01_District_wise_crimes_committed_against_SC_2014.csv,837,66,"[""States/UTs"", ""District"", ""Year"", ""Protection of Civil Rights Act, 1955"", ""POA_Murder"", ""POA_Attempt to commit Murder"", ""POA_Rape"", ""POA_Attempt to commit Rape"", ""POA_Assault on women with intent to outrage her Modesty"", ""POA_Sexual Harassment"", ""POA_Assault on women with intent to Disrobe"", ""POA_Voyeurism"", ""POA_Stalking"", ""POA_Other Sexual Harassment"", ""POA_Insult to the Modesty of women"", ""POA_Kidnapping & Abduction_GrandTotal"", ""POA_Kidnaping & Abduction_Total"", ""POA_Kidnaping & Abduction in order to Murder"", ""POA_Kidnapping for Ransom"", ""POA_Kidnapping & Abduction of Women to compel her for marriage"", ""POA_Other Kidnapping"", ""POA_Dacoity"", ""POA_Dacoity with Murder"", ""POA_Other Dacoity"", ""POA_Robbery"", ""POA_Arson"", ""POA_Grievous Hurt"", ""POA_Hurt"", ""POA_Acid attack"", ""POA_Attempt to Acid Attack"", ""POA_Riots"", ""POA_Other IPC crimes"", ""POA_SC / ST (Prevention of Atrocities) Act only"", ""Total of SC/ST (Prevention of Atrocities) Act ,1989"", ""IPC_Murder"", ""IPC_Attempt to commit Murder"", ""IPC_Rape"", ""IPC_Attempt to commit Rape"", ""IPC_Assault on women with intent to outrage her Modesty"", ""IPC_Sexual Harassment"", ""IPC_Assault on women with intent to Disrobe"", ""IPC_Voyeurism"", ""IPC_Stalking"", ""IPC_Other Sexual Harassment"", ""IPC_Insult to the Modesty of women"", ""IPC_Kidnapping & Abduction"", ""IPC_Kidnaping & Abduction"", ""IPC_Kidnaping & Abduction in order to Murder"", ""IPC_Kidnapping for Ransom"", ""IPC_Kidnapping & Abduction of Women to compel her for marriage"", ""IPC_Other Kidnapping"", ""IPC_Dacoity"", ""IPC_Dacoity with Murder"", ""IPC_Other Dacoity"", ""IPC_Robbery"", ""IPC_Arson"", ""IPC_Grievous Hurt"", ""IPC_Hurt"", ""IPC_Acid attack"", ""IPC_Attempt to Acid Attack"", ""IPC_Riots"", ""IPC_Other IPC crimes"", ""Total IPC Crimes against SCs"", ""Manual Scavengers and Construction of Dry Latrines (P) Act, 1993"", ""Other SLL Crime against SCs"", ""Total crimes against SCs""]","{""States/UTs"": ""object"", ""District"": ""object"", ""Year"": ""int64"", ""Protection of Civil Rights Act, 1955"": ""int64"", ""POA_Murder"": ""int64"", ""POA_Attempt to commit Murder"": ""int64"", ""POA_Rape"": ""int64"", ""POA_Attempt to commit Rape"": ""int64"", ""POA_Assault on women with intent to outrage her Modesty"": ""int64"", ""POA_Sexual Harassment"": ""int64"", ""POA_Assault on women with intent to Disrobe"": ""int64"", ""POA_Voyeurism"": ""int64"", ""POA_Stalking"": ""int64"", ""POA_Other Sexual Harassment"": ""int64"", ""POA_Insult to the Modesty of women"": ""int64"", ""POA_Kidnapping & Abduction_GrandTotal"": ""int64"", ""POA_Kidnaping & Abduction_Total"": ""int64"", ""POA_Kidnaping & Abduction in order to Murder"": ""int64"", ""POA_Kidnapping for Ransom"": ""int64"", ""POA_Kidnapping & Abduction of Women to compel her for marriage"": ""int64"", ""POA_Other Kidnapping"": ""int64"", ""POA_Dacoity"": ""int64"", ""POA_Dacoity with Murder"": ""int64"", ""POA_Other Dacoity"": ""int64"", ""POA_Robbery"": ""int64"", ""POA_Arson"": ""int64"", ""POA_Grievous Hurt"": ""int64"", ""POA_Hurt"": ""int64"", ""POA_Acid attack"": ""int64"", ""POA_Attempt to Acid Attack"": ""int64"", ""POA_Riots"": ""int64"", ""POA_Other IPC crimes"": ""int64"", ""POA_SC / ST (Prevention of Atrocities) Act only"": ""int64"", ""Total of SC/ST (Prevention of Atrocities) Act ,1989"": ""int64"", ""IPC_Murder"": ""int64"", ""IPC_Attempt to commit Murder"": ""int64"", ""IPC_Rape"": ""int64"", ""IPC_Attempt to commit Rape"": ""int64"", ""IPC_Assault on women with intent to outrage her Modesty"": ""int64"", ""IPC_Sexual Harassment"": ""int64"", ""IPC_Assault on women with intent to Disrobe"": ""int64"", ""IPC_Voyeurism"": ""int64"", ""IPC_Stalking"": ""int64"", ""IPC_Other Sexual Harassment"": ""int64"", ""IPC_Insult to the Modesty of women"": ""int64"", ""IPC_Kidnapping & Abduction"": ""int64"", ""IPC_Kidnaping & Abduction"": ""int64"", ""IPC_Kidnaping & Abduction in order to Murder"": ""int64"", ""IPC_Kidnapping for Ransom"": ""int64"", ""IPC_Kidnapping & Abduction of Women to compel her for marriage"": ""int64"", ""IPC_Other Kidnapping"": ""int64"", ""IPC_Dacoity"": ""int64"", ""IPC_Dacoity with Murder"": ""int64"", ""IPC_Other Dacoity"": ""int64"", ""IPC_Robbery"": ""int64"", ""IPC_Arson"": ""int64"", ""IPC_Grievous Hurt"": ""int64"", ""IPC_Hurt"": ""int64"", ""IPC_Acid attack"": ""int64"", ""IPC_Attempt to Acid Attack"": ""int64"", ""IPC_Riots"": ""int64"", ""IPC_Other IPC crimes"": ""int64"", ""Total IPC Crimes against SCs"": ""int64"", ""Manual Scavengers and Construction of Dry Latrines (P) Act, 1993"": ""int64"", ""Other SLL Crime against SCs"": ""int64"", ""Total crimes against SCs"": ""int64""}","[""Year""]","[""States/UTs""]","[""States/UTs"", ""District""]","[""District""]","[""POA_Other IPC crimes"", ""IPC_Murder"", ""IPC_Attempt to commit Murder"", ""IPC_Rape"", ""IPC_Attempt to commit Rape"", ""IPC_Assault on women with intent to outrage her Modesty"", ""IPC_Sexual Harassment"", ""IPC_Assault on women with intent to Disrobe"", ""IPC_Voyeurism"", ""IPC_Stalking"", ""IPC_Other Sexual Harassment"", ""IPC_Insult to the Modesty of women"", ""IPC_Kidnapping & Abduction"", ""IPC_Kidnaping & Abduction"", ""IPC_Kidnaping & Abduction in order to Murder"", ""IPC_Kidnapping for Ransom"", ""IPC_Kidnapping & Abduction of Women to compel her for marriage"", ""IPC_Other Kidnapping"", ""IPC_Dacoity"", ""IPC_Dacoity with Murder"", ""IPC_Other Dacoity"", ""IPC_Robbery"", ""IPC_Arson"", ""IPC_Grievous Hurt"", ""IPC_Hurt"", ""IPC_Acid attack"", ""IPC_Attempt to Acid Attack"", ""IPC_Riots"", ""IPC_Other IPC crimes"", ""Total IPC Crimes against SCs"", ""Other SLL Crime against SCs"", ""Total crimes against SCs""]","[""POA_Assault on women with intent to outrage her Modesty"", ""POA_Sexual Harassment"", ""POA_Other Sexual Harassment"", ""POA_Kidnapping & Abduction of Women to compel her for marriage"", ""IPC_Assault on women with intent to outrage her Modesty"", ""IPC_Sexual Harassment"", ""IPC_Other Sexual Harassment"", ""IPC_Kidnapping & Abduction of Women to compel her for marriage""]","[""POA_Kidnapping & Abduction_GrandTotal"", ""POA_Kidnaping & Abduction_Total"", ""Total of SC/ST (Prevention of Atrocities) Act ,1989"", ""Total IPC Crimes against SCs"", ""Total crimes against SCs""]",success,utf-8,default,False,0,
7,02_District_wise_crimes_committed_against_ST_2001_2012.csv,data\raw\crime_data\02_District_wise_crimes_committed_against_ST_2001_2012.csv,9018,13,"[""STATE/UT"", ""DISTRICT"", ""Year"", ""Murder"", ""Rape"", ""Kidnapping Abduction"", ""Dacoity"", ""Robbery"", ""Arson"", ""Hurt"", ""Protection of Civil Rights (PCR) Act"", ""Prevention of atrocities (POA) Act"", ""Other Crimes Against STs""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""Year"": ""int64"", ""Murder"": ""int64"", ""Rape"": ""int64"", ""Kidnapping Abduction"": ""int64"", ""Dacoity"": ""int64"", ""Robbery"": ""int64"", ""Arson"": ""int64"", ""Hurt"": ""int64"", ""Protection of Civil Rights (PCR) Act"": ""int64"", ""Prevention of atrocities (POA) Act"": ""int64"", ""Other Crimes Against STs"": ""int64""}","[""Year""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""Other Crimes Against STs""]",[],[],success,utf-8,default,False,0,
8,02_District_wise_crimes_committed_against_ST_2013.csv,data\raw\crime_data\02_District_wise_crimes_committed_against_ST_2013.csv,823,13,"[""STATE/UT"", ""DISTRICT"", ""Year"", ""Murder"", ""Rape"", ""Kidnapping Abduction"", ""Dacoity"", ""Robbery"", ""Arson"", ""Hurt"", ""Protection of Civil Rights (PCR) Act"", ""Prevention of atrocities (POA) Act"", ""Other Crimes Against STs""]","{""STATE/UT"": ""object"", ""DISTRICT"": ""object"", ""Year"": ""int64"", ""Murder"": ""int64"", ""Rape"": ""int64"", ""Kidnapping Abduction"": ""int64"", ""Dacoity"": ""int64"", ""Robbery"": ""int64"", ""Arson"": ""int64"", ""Hurt"": ""int64"", ""Protection of Civil Rights (PCR) Act"": ""int64"", ""Prevention of atrocities (POA) Act"": ""int64"", ""Other Crimes Against STs"": ""int64""}","[""Year""]","[""STATE/UT""]","[""STATE/UT"", ""DISTRICT""]","[""DISTRICT""]","[""Other Crimes Against STs""]",[],[],success,utf-8,default,False,0,
