column,structural_group,crime_family,is_aggregate,dtype,missing_count,missing_percentage,unique_values
IPC_IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,IPC,OTHER_CRIME,False,float64,954,9.68,24
IPC_TOTAL_IPC_CRIMES,IPC,OTHER_CRIME,True,float64,954,9.68,4802
IPC_ATTEMPT_TO_COMMIT_MURDER,IPC,MURDER_HOMICIDE,False,float64,9127,92.6,165
IPC_ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,IPC,MURDER_HOMICIDE,False,float64,9127,92.6,52
IPC_CUSTODIAL_GANG_RAPE,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,3
IPC_CUSTODIAL_OTHER_RAPE,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,14
IPC_RAPE_OTHER_THAN_CUSTODIAL,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,158
IPC_RAPE_GANG_RAPE,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,33
IPC_RAPE_OTHERS,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,156
IPC_ATTEMPT_TO_COMMIT_RAPE,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,54
IPC_KIDNAPPING_ABDUCTION_TOTAL,IPC,KIDNAPPING_ABDUCTION,True,float64,9127,92.6,256
IPC_KIDNAPPING_ABDUCTION_IN_ORDER_TO_MURDER,IPC,MURDER_HOMICIDE,False,float64,9127,92.6,30
IPC_KIDNAPPING_FOR_RANSOM,IPC,KIDNAPPING_ABDUCTION,False,float64,9127,92.6,15
IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,IPC,KIDNAPPING_ABDUCTION,False,float64,9127,92.6,170
IPC_OTHER_KIDNAPPING,IPC,KIDNAPPING_ABDUCTION,False,float64,9127,92.6,120
IPC_DACOITY_WITH_MURDER,IPC,MURDER_HOMICIDE,False,float64,9127,92.6,5
IPC_OTHER_DACOITY,IPC,DACOITY_ROBBERY,False,float64,9127,92.6,40
IPC_MAKING_PREPARATION_AND_ASSEMBLY_FOR_COMMITTING_DACOITY,IPC,DACOITY_ROBBERY,False,float64,9127,92.6,42
IPC_CRIMINAL_TRESPASS_BURGLARY,IPC,THEFT_BURGLARY_TRESPASS,False,float64,9127,92.6,296
IPC_CRIMINAL_TRESPASS_OR_BURGLARY,IPC,THEFT_BURGLARY_TRESPASS,False,float64,9127,92.6,253
IPC_HOUSE_TRESPASS_HOUSE_BREAKING,IPC,THEFT_BURGLARY_TRESPASS,False,float64,9127,92.6,145
IPC_OTHER_THEFTS,IPC,THEFT_BURGLARY_TRESPASS,False,float64,9127,92.6,393
IPC_UNLAWFUL_ASSEMBLY,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,75
IPC_RIOTS_COMMUNAL,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,20
IPC_RIOTS_INDUSTRIAL,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,10
IPC_RIOTS_POLITICAL,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,32
IPC_RIOTS_CASTE_CONFLICT,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,31
IPC_RIOTS_SC_STS_VS_NON_SCS_STS,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,17
IPC_RIOTS_OTHER_CASTE_CONFLICT,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,26
IPC_RIOTS_AGRARIAN,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,19
IPC_RIOTS_STUDENTS,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,14
IPC_RIOTS_SECTARIAN,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,5
