,count,mean,std,min,1%,25%,50%,75%,95%,99%,max,missing_count,missing_pct
SC_IPC_OTHER_IPC_CRIMES,728.0,6.086538461538462,36.66288574706726,0.0,0.0,0.0,0.0,0.0,13.649999999999977,190.11000000000013,496.0,9128,92.61
SC_TOTAL_IPC_CRIMES_AGAINST_SCS,728.0,7.471153846153846,42.76366379498191,0.0,0.0,0.0,0.0,0.0,23.299999999999955,225.3800000000001,544.0,9128,92.61
SC_MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
SC_OTHER_SLL_CRIME_AGAINST_SCS,728.0,0.2129120879120879,1.5848312197240015,0.0,0.0,0.0,0.0,0.0,0.0,7.460000000000036,25.0,9128,92.61
SC_TOTAL_CRIMES_AGAINST_SCS,728.0,60.362637362637365,95.86301167037684,0.0,0.0,1.0,24.0,78.25,251.94999999999993,434.22000000000025,876.0,9128,92.61
ST_MURDER,8888.0,0.22603510351035103,1.0900129441498756,0.0,0.0,0.0,0.0,0.0,1.0,4.0,42.0,968,9.82
ST_RAPE,8888.0,0.9957245724572458,4.739979540708178,0.0,0.0,0.0,0.0,0.0,6.0,13.0,329.0,968,9.82
ST_KIDNAPPING_ABDUCTION,8888.0,0.13422592259225924,0.8433557041624736,0.0,0.0,0.0,0.0,0.0,1.0,2.0,46.0,968,9.82
ST_DACOITY,8888.0,0.024302430243024302,0.4721036044454938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,968,9.82
ST_ROBBERY,8888.0,0.045567056705670565,0.7105234902874614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,968,9.82
ST_ARSON,8888.0,0.06131863186318632,0.5867504239850605,0.0,0.0,0.0,0.0,0.0,0.0,1.1299999999991996,32.0,968,9.82
ST_HURT,8888.0,1.218159315931593,5.139485559224906,0.0,0.0,0.0,0.0,0.0,7.0,18.1299999999992,204.0,968,9.82
ST_PROTECTION_OF_CIVIL_RIGHTS_PCR_ACT,8888.0,0.04871737173717372,0.7266027420348127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,968,9.82
ST_PREVENTION_OF_ATROCITIES_POA_ACT,8888.0,1.8906390639063906,9.22747852791512,0.0,0.0,0.0,0.0,0.0,11.0,34.0,513.0,968,9.82
ST_OTHER_CRIMES_AGAINST_STS,8888.0,4.240886588658866,20.2664352252276,0.0,0.0,0.0,0.0,2.0,23.0,50.0,1375.0,968,9.82
ST_PROTECTION_OF_CIVIL_RIGHTS_ACT_1955,728.0,0.0013736263736263737,0.03706246583305506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_POA_MURDER,728.0,0.1978021978021978,0.608871239594273,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9128,92.61
ST_POA_ATTEMPT_TO_COMMIT_MURDER,728.0,0.10164835164835165,0.4698298178504992,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,9128,92.61
ST_POA_RAPE,728.0,1.1923076923076923,3.1568525327370476,0.0,0.0,0.0,0.0,1.0,7.649999999999977,16.730000000000018,30.0,9128,92.61
ST_POA_ATTEMPT_TO_COMMIT_RAPE,728.0,0.03021978021978022,0.2605020146480926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9128,92.61
ST_POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,728.0,1.103021978021978,3.4790141830551216,0.0,0.0,0.0,0.0,0.0,6.649999999999977,19.0,41.0,9128,92.61
ST_POA_SEXUAL_HARASSMENT,728.0,0.35027472527472525,1.749702252153133,0.0,0.0,0.0,0.0,0.0,2.0,6.730000000000018,24.0,9128,92.61
ST_POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,728.0,0.042582417582417584,0.3095898361551028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9128,92.61
ST_POA_VOYEURISM,728.0,0.004120879120879121,0.06410571309989375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_POA_STALKING,728.0,0.042582417582417584,0.485951108786263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,9128,92.61
ST_POA_OTHER_SEXUAL_HARASSMENT,728.0,0.6634615384615384,2.3841948851211954,0.0,0.0,0.0,0.0,0.0,5.0,11.460000000000036,27.0,9128,92.61
ST_POA_INSULT_TO_THE_MODESTY_OF_WOMEN,728.0,0.020604395604395604,0.17666844297351988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9128,92.61
ST_POA_KIDNAPPING_ABDUCTION_GRANDTOTAL,728.0,0.22252747252747251,0.8977662555409961,0.0,0.0,0.0,0.0,0.0,1.0,4.0,15.0,9128,92.61
ST_POA_KIDNAPING_ABDUCTION_TOTAL,728.0,0.050824175824175824,0.3729497008441017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9128,92.61
ST_POA_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_POA_KIDNAPPING_FOR_RANSOM,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_POA_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,728.0,0.08379120879120878,0.4291457498806525,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,9128,92.61
ST_POA_OTHER_KIDNAPPING,728.0,0.08791208791208792,0.6802111760183222,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,9128,92.61
ST_POA_DACOITY,728.0,0.0027472527472527475,0.05237818112192968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_POA_DACOITY_WITH_MURDER,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_POA_OTHER_DACOITY,728.0,0.0027472527472527475,0.05237818112192968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_POA_ROBBERY,728.0,0.016483516483516484,0.14743192681001313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9128,92.61
ST_POA_ARSON,728.0,0.03159340659340659,0.19720659834903004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9128,92.61
ST_POA_GRIEVOUS_HURT,728.0,0.3873626373626374,1.858385114979126,0.0,0.0,0.0,0.0,0.0,2.0,9.0,25.0,9128,92.61
ST_POA_HURT,728.0,0.385989010989011,1.8583012342413878,0.0,0.0,0.0,0.0,0.0,2.0,9.0,25.0,9128,92.61
ST_POA_ACID_ATTACK,728.0,0.0013736263736263737,0.03706246583305505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_POA_ATTEMPT_TO_ACID_ATTACK,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_POA_RIOTS,728.0,0.11813186813186813,0.48899956728990085,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,9128,92.61
ST_POA_OTHER_IPC_CRIMES,728.0,3.896978021978022,10.983874221710701,0.0,0.0,0.0,0.0,2.0,23.649999999999977,58.190000000000055,86.0,9128,92.61
ST_POA_SC_ST_PREVENTION_OF_ATROCITIES_ACT_ONLY,728.0,1.4711538461538463,4.732368889948155,0.0,0.0,0.0,0.0,0.0,10.0,26.730000000000018,50.0,9128,92.61
ST_TOTAL_OF_SC_ST_PREVENTION_OF_ATROCITIES_ACT_1989,728.0,8.792582417582418,16.979301257005297,0.0,0.0,0.0,0.0,10.0,48.0,82.19000000000005,100.0,9128,92.61
ST_IPC_MURDER,728.0,0.12225274725274725,1.8154614517143963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,9128,92.61
ST_IPC_ATTEMPT_TO_COMMIT_MURDER,728.0,0.06318681318681318,0.8015574648485781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,9128,92.61
ST_IPC_RAPE,728.0,0.3090659340659341,4.139164466722641,0.0,0.0,0.0,0.0,0.0,0.0,4.0,95.0,9128,92.61
ST_IPC_ATTEMPT_TO_COMMIT_RAPE,728.0,0.050824175824175824,1.1170305407713013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9128,92.61
ST_IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,728.0,0.6071428571428571,8.778932739865967,0.0,0.0,0.0,0.0,0.0,0.0,9.0,218.0,9128,92.61
ST_IPC_SEXUAL_HARASSMENT,728.0,0.04395604395604396,0.4641085086823671,0.0,0.0,0.0,0.0,0.0,0.0,1.7300000000000182,9.0,9128,92.61
ST_IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,728.0,0.03021978021978022,0.43463397434821316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9128,92.61
ST_IPC_VOYEURISM,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_STALKING,728.0,0.006868131868131868,0.09788449626414251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9128,92.61
ST_IPC_OTHER_SEXUAL_HARASSMENT,728.0,0.5260989010989011,8.39331496294724,0.0,0.0,0.0,0.0,0.0,0.0,7.0,209.0,9128,92.61
ST_IPC_INSULT_TO_THE_MODESTY_OF_WOMEN,728.0,0.017857142857142856,0.2938335930234569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9128,92.61
ST_IPC_KIDNAPPING_ABDUCTION,728.0,0.41346153846153844,6.00258404659884,0.0,0.0,0.0,0.0,0.0,0.0,3.730000000000018,139.0,9128,92.61
ST_IPC_KIDNAPING_ABDUCTION,728.0,0.09478021978021978,1.0700757566383823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,9128,92.61
ST_IPC_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_KIDNAPPING_FOR_RANSOM,728.0,0.0013736263736263737,0.037062465833055044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
ST_IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,728.0,0.25,4.311543636355554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,9128,92.61
ST_IPC_OTHER_KIDNAPPING,728.0,0.0673076923076923,1.5968081656385535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,9128,92.61
ST_IPC_DACOITY,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_DACOITY_WITH_MURDER,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_OTHER_DACOITY,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_ROBBERY,728.0,0.04532967032967033,0.7394411444875796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9128,92.61
ST_IPC_ARSON,728.0,0.0260989010989011,0.3327682252231807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9128,92.61
ST_IPC_GRIEVOUS_HURT,728.0,0.1304945054945055,1.3292824294092684,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,9128,92.61
ST_IPC_HURT,728.0,0.1304945054945055,1.3292824294092684,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,9128,92.61
ST_IPC_ACID_ATTACK,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_ATTEMPT_TO_ACID_ATTACK,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_IPC_RIOTS,728.0,0.05357142857142857,0.9136822685571887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9128,92.61
ST_IPC_OTHER_IPC_CRIMES,728.0,4.1304945054945055,52.396417801025414,0.0,0.0,0.0,0.0,0.0,1.6499999999999773,70.90000000000055,1318.0,9128,92.61
ST_TOTAL_IPC_CRIMES_AGAINST_STS,728.0,5.96978021978022,76.93014154644479,0.0,0.0,0.0,0.0,0.0,4.0,78.30000000000018,1929.0,9128,92.61
ST_MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
ST_OTHER_SLL_CRIME_AGAINST_STS,728.0,0.1401098901098901,1.5637348121958423,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,9128,92.61
ST_TOTAL_CRIMES_AGAINST_STS,728.0,14.903846153846153,83.61307418704287,0.0,0.0,0.0,0.0,11.0,55.299999999999955,132.22000000000025,2060.0,9128,92.61
CHILDREN_MURDER,8119.0,1.9830028328611897,3.720223894862412,0.0,0.0,0.0,0.0,3.0,8.0,16.81999999999971,62.0,1737,17.62
CHILDREN_RAPE,8854.0,7.458662751298848,14.895472884582183,0.0,0.0,0.0,2.0,9.0,32.0,60.0,448.0,1002,10.17
CHILDREN_KIDNAPPING_AND_ABDUCTION,8854.0,12.904675852721933,43.52787991222627,0.0,0.0,0.0,1.0,10.0,53.0,163.46999999999935,1161.0,1002,10.17
CHILDREN_FOETICIDE,8854.0,0.1606053761011972,0.877677224896365,0.0,0.0,0.0,0.0,0.0,1.0,4.0,20.0,1002,10.17
CHILDREN_ABETMENT_OF_SUICIDE,8854.0,0.0831262706121527,0.8954633621056424,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,1002,10.17
CHILDREN_EXPOSURE_AND_ABANDONMENT,8854.0,1.0608764400271065,3.1978366472866666,0.0,0.0,0.0,0.0,0.0,7.0,15.0,60.0,1002,10.17
CHILDREN_PROCURATION_OF_MINOR_GIRLS,8854.0,0.5676530381748363,5.106556603699812,0.0,0.0,0.0,0.0,0.0,1.0,14.0,210.0,1002,10.17
CHILDREN_BUYING_OF_GIRLS_FOR_PROSTITUTION,8854.0,0.040659588886379036,0.8822817929052195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1002,10.17
CHILDREN_SELLING_OF_GIRLS_FOR_PROSTITUTION,8854.0,0.09645358030268805,1.194778950417871,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1002,10.17
CHILDREN_PROHIBITION_OF_CHILD_MARRIAGE_ACT,8854.0,0.13993675175062117,0.7604550740450816,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.0,1002,10.17
CHILDREN_OTHER_CRIMES,8854.0,8.862435057601084,29.066687067210815,0.0,0.0,0.0,0.0,4.0,49.0,132.46999999999935,550.0,1002,10.17
CHILDREN_TOTAL,8864.0,33.338447653429604,74.19144714154255,0.0,0.0,0.0,10.0,37.0,134.0,336.7400000000016,2160.0,992,10.06
CHILDREN_INFANTICID,735.0,0.09659863945578231,0.5169359219570551,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,9121,92.54
CHILDREN_OTHER_MURDER,735.0,2.103401360544218,3.413018332364385,0.0,0.0,0.0,1.0,3.0,9.0,15.319999999999936,28.0,9121,92.54
WOMEN_RAPE,9630.0,34.786292834890965,95.21320217045314,0.0,0.0,8.0,21.0,42.0,93.0,190.0,4335.0,226,2.29
WOMEN_KIDNAPPING_AND_ABDUCTION,8902.0,41.26993933947428,168.67069456756786,0.0,0.0,6.0,18.0,43.0,124.0,285.0,9737.0,954,9.68
WOMEN_DOWRY_DEATHS,9630.0,11.786188992731049,33.42094673193173,0.0,0.0,0.0,5.0,16.0,41.0,70.70999999999913,2335.0,226,2.29
WOMEN_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,8902.0,63.28218377892608,214.63842957241926,0.0,0.0,9.0,30.0,73.0,198.9499999999989,357.0,8252.0,954,9.68
WOMEN_INSULT_TO_MODESTY_OF_WOMEN,8902.0,15.64457425297686,73.8487931243313,0.0,0.0,0.0,1.0,11.0,70.0,207.96999999999935,4702.0,954,9.68
WOMEN_CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,9630.0,120.10581516095534,399.75176755655684,0.0,0.0,10.0,47.0,131.0,402.0,938.6199999999808,18116.0,226,2.29
WOMEN_IMPORTATION_OF_GIRLS,8902.0,0.1066052572455628,1.4207061547266517,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,954,9.68
WOMEN_CUSTODIAL_RAPE,728.0,0.2733516483516483,1.8891578809834852,0.0,0.0,0.0,0.0,0.0,0.0,8.730000000000018,28.0,9128,92.61
WOMEN_CUSTODIAL_GANG_RAPE,728.0,0.009615384615384616,0.13337587054690017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9128,92.61
WOMEN_CUSTODIAL_OTHER_RAPE,728.0,0.26373626373626374,1.8637800983402626,0.0,0.0,0.0,0.0,0.0,0.0,8.730000000000018,28.0,9128,92.61
WOMEN_RAPE_OTHER_THAN_CUSTODIAL,728.0,49.4739010989011,56.3074374837348,0.0,0.0,13.0,35.0,67.0,144.94999999999993,257.1100000000001,607.0,9128,92.61
WOMEN_RAPE_GANG_RAPE,728.0,3.114010989010989,7.386140510966944,0.0,0.0,0.0,0.0,3.0,15.0,27.0,111.0,9128,92.61
WOMEN_RAPE_OTHERS,728.0,46.35989010989011,52.86930381440723,0.0,0.0,12.0,33.0,62.25,139.5999999999999,231.19000000000005,591.0,9128,92.61
WOMEN_ATTEMPT_TO_COMMIT_RAPE,728.0,5.751373626373627,20.02563689152246,0.0,0.0,0.0,0.0,4.0,24.0,80.19000000000005,325.0,9128,92.61
WOMEN_KIDNAPPING_ABDUCTION_TOTAL,728.0,75.16895604395604,94.01741343001089,0.0,0.0,14.0,45.0,100.25,263.94999999999993,418.84000000000015,696.0,9128,92.61
WOMEN_KIDNAPING_ABDUCTION,728.0,22.171703296703296,62.19125155847712,0.0,0.0,0.0,0.0,12.0,124.29999999999995,336.1100000000001,685.0,9128,92.61
WOMEN_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,728.0,0.2815934065934066,3.65599004473743,0.0,0.0,0.0,0.0,0.0,1.0,3.0,88.0,9128,92.61
WOMEN_KIDNAPPING_FOR_RANSOM,728.0,0.10576923076923077,0.5943981608588808,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,9128,92.61
WOMEN_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,728.0,40.36126373626374,62.847843457724196,0.0,0.0,0.0,14.0,53.25,171.64999999999998,264.73,519.0,9128,92.61
WOMEN_KIDNAPING_ABDUCTION_OTHERS,728.0,12.248626373626374,37.31323963830906,0.0,0.0,0.0,0.0,7.0,64.64999999999998,161.57000000000016,612.0,9128,92.61
WOMEN_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY_TOTAL,728.0,103.28846153846153,128.5897126505678,0.0,0.0,16.0,60.0,151.0,352.94999999999993,524.1100000000001,1626.0,9128,92.61
WOMEN_SEXUAL_HARASSMENT,728.0,27.86813186813187,54.49868239967212,0.0,0.0,0.0,5.5,32.0,133.64999999999998,253.19000000000005,650.0,9128,92.61
WOMEN_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,728.0,8.479395604395604,22.56007388916418,0.0,0.0,0.0,0.0,6.0,44.0,88.38000000000011,358.0,9128,92.61
WOMEN_VOYEURISM,728.0,0.8406593406593407,2.9854107621677857,0.0,0.0,0.0,0.0,1.0,4.0,13.730000000000018,41.0,9128,92.61
WOMEN_STALKING,728.0,5.861263736263736,15.245221031129118,0.0,0.0,0.0,0.0,4.0,32.0,75.46000000000004,137.0,9128,92.61
WOMEN_OTHERS,728.0,60.239010989010985,85.18096612795792,0.0,0.0,1.0,25.0,89.25,230.0,371.84000000000015,784.0,9128,92.61
WOMEN_INSULT_TO_THE_MODESTY_OF_WOMEN_TOTAL,728.0,11.630494505494505,46.47836909469671,0.0,0.0,0.0,0.0,5.0,47.0,245.87000000000035,665.0,9128,92.61
WOMEN_AT_OFFICE_PREMISES,728.0,0.06593406593406594,0.44941527781421325,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9128,92.61
WOMEN_IN_PLACES_RELATED_TO_WORK,728.0,0.6002747252747253,6.512149257920505,0.0,0.0,0.0,0.0,0.0,1.0,9.730000000000018,157.0,9128,92.61
WOMEN_IN_PUBLIC_TRANSPORT_SYSTEM,728.0,0.13873626373626374,2.127629092077887,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,9128,92.61
WOMEN_IN_OTHER_PLACES,728.0,10.82554945054945,44.93964843068095,0.0,0.0,0.0,0.0,4.0,43.64999999999998,245.33000000000038,658.0,9128,92.61
WOMEN_IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRY,728.0,0.019230769230769232,0.23958575331654172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9128,92.61
WOMEN_MURDER,728.0,11.163461538461538,12.509228949424108,0.0,0.0,2.0,8.0,16.0,35.0,53.0,117.0,9128,92.61
WOMEN_ATTEMPT_TO_COMMIT_MURDER,728.0,8.541208791208792,46.86241919184342,0.0,0.0,0.0,1.0,6.0,23.299999999999955,121.30000000000018,1105.0,9128,92.61
WOMEN_CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,728.0,0.6181318681318682,1.4563056741029907,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,9128,92.61
WOMEN_ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,728.0,0.43131868131868134,3.1866653766789286,0.0,0.0,0.0,0.0,0.0,1.0,9.920000000000073,44.0,9128,92.61
WOMEN_GRIEVOUS_HURT,728.0,12.92445054945055,48.37554892942442,0.0,0.0,0.0,2.0,9.25,42.0,174.6500000000001,968.0,9128,92.61
WOMEN_HURT,728.0,12.692307692307692,48.35763542201049,0.0,0.0,0.0,2.0,9.0,42.0,174.6500000000001,968.0,9128,92.61
WOMEN_ACID_ATTACK,728.0,0.17994505494505494,0.5617657338743884,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,9128,92.61
WOMEN_ATTEMPT_TO_ACID_ATTACK,728.0,0.0521978021978022,0.2515877600073867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9128,92.61
WOMEN_DEATHS_CAUSED_WITH_INTENT_TO_CAUSE_MISCARRIAGE,728.0,0.004120879120879121,0.06410571309989375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9128,92.61
WOMEN_CAUSING_MISCARRIAGE_WITHOUT_CONSENT_OF_WOMEN,728.0,0.061813186813186816,0.6574286187197064,0.0,0.0,0.0,0.0,0.0,0.0,1.7300000000000182,13.0,9128,92.61
WOMEN_DACOITY_TOTAL,728.0,0.36675824175824173,2.28176056855865,0.0,0.0,0.0,0.0,0.0,1.0,7.0,53.0,9128,92.61
WOMEN_DACOITY_WITH_MURDER,728.0,0.01098901098901099,0.10432258662389866,0.0,0.0,0.0,0.0,0.0,0.0,0.7300000000000182,1.0,9128,92.61
WOMEN_OTHER_DACOITY,728.0,0.3557692307692308,2.278074360340115,0.0,0.0,0.0,0.0,0.0,1.0,7.0,53.0,9128,92.61
WOMEN_ROBBERY,728.0,12.369505494505495,65.85647354148614,0.0,0.0,0.0,0.0,4.0,45.94999999999993,230.04000000000087,1237.0,9128,92.61
WOMEN_ARSON,728.0,0.6085164835164835,1.4390062279484928,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,9128,92.61
WOMEN_HUMANTRAFFICKING,728.0,0.6085164835164835,3.699032774020359,0.0,0.0,0.0,0.0,0.0,3.0,11.730000000000018,74.0,9128,92.61
WOMEN_ABETMENT_OF_SUICIDES_OF_WOMEN,728.0,4.491758241758242,16.9934832783988,0.0,0.0,0.0,0.0,4.0,22.649999999999977,43.190000000000055,380.0,9128,92.61
WOMEN_UNNATURAL_OFFENCES,728.0,0.1346153846153846,0.5069091987466712,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,9128,92.61
WOMEN_OTHER_IPC_CRIMES,728.0,81.77884615384616,223.01770950778797,0.0,0.0,0.0,0.0,51.0,459.34999999999957,1191.6300000000006,2736.0,9128,92.61
WOMEN_DOWRY_PROHIBITION_ACT_1961,728.0,12.425824175824175,37.767477885606084,0.0,0.0,0.0,0.0,1.25,74.29999999999995,192.14000000000033,365.0,9128,92.61
WOMEN_INDECENT_REPRESENTATION_OF_WOMEN_P_ACT_1986,728.0,0.06318681318681318,0.47072978343664895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9128,92.61
WOMEN_COMMISSION_OF_SATI_PREVENTION_ACT_1987,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128,92.61
WOMEN_PROTECTION_OF_WOMEN_FROM_DOMESTIC_VIOLENCE_ACT_2005,728.0,0.489010989010989,5.091989027185152,0.0,0.0,0.0,0.0,0.0,1.0,7.460000000000036,112.0,9128,92.61
WOMEN_IMMORAL_TRAFFIC_PREVENTION_ACT,728.0,2.1043956043956045,11.324649378266349,0.0,0.0,0.0,0.0,1.0,8.649999999999977,21.730000000000018,249.0,9128,92.61
WOMEN_ITP_UNDER_SECTION_5,728.0,0.6002747252747253,2.465910621382655,0.0,0.0,0.0,0.0,0.0,3.6499999999999773,11.460000000000036,44.0,9128,92.61
WOMEN_ITP_UNDER_SECTION_6,728.0,0.10302197802197802,1.1594200938936157,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,9128,92.61
WOMEN_ITP_UNDER_SECTION_7,728.0,0.10164835164835165,1.001016005172125,0.0,0.0,0.0,0.0,0.0,0.0,1.7300000000000182,18.0,9128,92.61
WOMEN_ITP_UNDER_SECTION_8,728.0,0.11538461538461539,1.6924086887072172,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,9128,92.61
WOMEN_ITP_UNDER_OTHER_SECTIONS,728.0,1.184065934065934,9.836583260486771,0.0,0.0,0.0,0.0,0.0,5.0,17.730000000000018,249.0,9128,92.61
WOMEN_OTHER_SLL_CRIMES_AGAINST_WOMEN,728.0,15.273351648351648,64.90721981682277,0.0,0.0,0.0,0.0,2.0,73.29999999999995,238.4400000000005,884.0,9128,92.61
WOMEN_TOTAL_CRIMES_AGAINST_WOMEN,728.0,575.1524725274726,718.1533920161518,0.0,0.0,149.0,382.0,731.0,1861.6,3189.6000000000076,8244.0,9128,92.61
IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,9631.0,66.29965735645312,209.62525411780229,0.0,0.0,9.0,31.0,78.0,212.0,386.7000000000007,8252.0,225,2.28
IPC_AUTO_THEFT,9631.0,185.7770740317724,726.4734714441704,0.0,0.0,12.0,46.0,134.0,679.5,2389.5000000000255,24948.0,225,2.28
IPC_CAUSING_DEATH_BY_NEGLIGENCE,9631.0,126.48281590696709,359.4222129987073,0.0,0.0,5.5,68.0,167.0,418.0,733.7000000000007,14944.0,225,2.28
IPC_CRIMINAL_BREACH_OF_TRUST,9631.0,24.264458519364553,72.94029722953303,0.0,0.0,3.0,11.0,25.0,80.0,213.70000000000073,4114.0,225,2.28
IPC_CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,9631.0,120.09334440868031,399.73288499205086,0.0,0.0,10.0,47.0,131.0,402.0,938.400000000016,18116.0,225,2.28
