STATE,DISTRICT,YEAR,"Protection of Civil Rights Act, 1955",POA_Murder,POA_Attempt to commit Murder,POA_Rape,POA_Attempt to commit Rape,POA_Assault on women with intent to outrage her Modesty,POA_Sexual Harassment,POA_Assault on women with intent to Disrobe,POA_Voyeurism,POA_Stalking,POA_Other Sexual Harassment,POA_Insult to the Modesty of women,POA_Kidnapping & Abduction_GrandTotal,POA_Kidnaping & Abduction_Total,POA_Kidnaping & Abduction in order to Murder,POA_Kidnapping for Ransom,POA_Kidnapping & Abduction of Women to compel her for marriage,POA_Other Kidnapping,POA_Dacoity,POA_Dacoity with Murder,POA_Other Dacoity,POA_Robbery,POA_Arson,POA_Grievous Hurt,POA_Hurt,POA_Acid attack,POA_Attempt to Acid Attack,POA_Riots,POA_Other IPC crimes,POA_SC / ST (Prevention of Atrocities) Act only,"Total of SC/ST (Prevention of Atrocities) Act ,1989",IPC_Murder,IPC_Attempt to commit Murder,IPC_Rape,IPC_Attempt to commit Rape,IPC_Assault on women with intent to outrage her Modesty,IPC_Sexual Harassment,IPC_Assault on women with intent to Disrobe,IPC_Voyeurism,IPC_Stalking,IPC_Other Sexual Harassment,IPC_Insult to the Modesty of women,IPC_Kidnapping & Abduction,IPC_Kidnaping & Abduction,IPC_Kidnaping & Abduction in order to Murder,IPC_Kidnapping for Ransom,IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_Other Kidnapping,IPC_Dacoity,IPC_Dacoity with Murder,IPC_Other Dacoity,IPC_Robbery,IPC_Arson,IPC_Grievous Hurt,IPC_Hurt,IPC_Acid attack,IPC_Attempt to Acid Attack,IPC_Riots,IPC_Other IPC crimes,Total IPC Crimes against SCs,"Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",Other SLL Crime against SCs,Total crimes against SCs,CRIME_GROUP,SOURCE_FILE
Haryana,Mahendergarh,2014,0,0,0,4,0,11,3,5,0,0,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Mewat,2014,0,0,1,4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,22,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Palwal,2014,31,1,0,4,0,7,3,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Panchkula,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Panipat,2014,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Rewari,2014,0,2,0,6,2,8,6,0,0,1,1,2,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,7,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,7,0,0,43,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Rohtak,2014,0,4,2,8,0,8,3,2,0,1,2,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,16,20,0,0,55,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Sirsa,2014,0,1,0,7,2,8,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Sonipat,2014,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,11,0,0,18,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Yamunanagar,2014,0,3,0,1,0,8,4,0,0,2,2,0,5,0,0,0,3,2,0,0,0,0,0,5,4,1,0,1,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Haryana,Total,2014,31,21,8,102,7,97,42,13,0,16,26,2,44,3,0,0,23,18,1,0,1,1,4,7,6,1,0,27,108,15,444,16,7,9,1,14,5,2,0,3,4,3,11,0,0,0,6,5,2,0,2,3,3,14,14,0,0,22,249,354,0,1,830,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Baddi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Bilaspur,2014,2,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Chamba,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,C. I. D.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Hamirpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Kangra,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Kinnaur,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Kullu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Lahaul & Spiti,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Mandi,2014,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Shimla,2014,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Sirmaur,2014,0,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Solan,2014,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Una,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Himachal Pradesh,Total,2014,6,1,0,11,0,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Anantnag,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Awantipora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Bandipora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Baramulla,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Budgam,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Crime Srinagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Doda,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Ganderbal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Handwara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Kargil,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Kathua,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Kishtwar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Kulgam,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Kupwara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Leh,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Poonch,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Pulwama,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Railways Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Railways Kashmir,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Railways Katra,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Rajouri,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Ramban,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Reasi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Samba,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Shopian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Sopore,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Srinagar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Udhampur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jammu & Kashmir,Total,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Bokaro,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Chaibasa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Chatra,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Deoghar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Dhanbad,2014,0,0,0,5,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,56,78,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Dhanbad Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Dumka,2014,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,3,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Garhwa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Giridih,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Godda,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Gumla,2014,0,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Hazaribagh,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Jamshedpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Jamshedpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Jamtara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Jharkhand,Khunti,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
