STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,CRIME_GROUP,SOURCE_FILE
Haryana,AMBALA RURAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,AMBALA URBAN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,BHIWANI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,FARIDABAD,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,FATEHABAD,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,GRP,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,GURGAON,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,HISSAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,JHAJJAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,JIND,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,KAITHAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,KARNAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,KURUKSHETRA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,MAHENDRAGARH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,MEWAT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,PALWAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,PANCHKULA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,PANIPAT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,REWARI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,ROHTAK,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,SIRSA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,SONIPAT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,YAMUNANAGAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Haryana,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,BADDIPOLICEDIST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,BILASPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,CHAMBA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,CID,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,HAMIRPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,KANGRA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,KINNAUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,KULLU,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,LAHAUL-SPITI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,MANDI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,SHIMLA,2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,SIRMAUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,SOLAN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,UNA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Himachal Pradesh,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,ANANTNAG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,AWANTIPORA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,BANDIPORA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,BARAMULLA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,BUDGAM,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,DODA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,GANDERBAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,HANDWARA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,JAMMU,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,KARGIL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,KATHUA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,KISHTWAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,KULGAM,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,KUPWARA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,LEH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,POONCH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,PULWAMA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,RAILWAYS JAMMU,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,RAILWAYS KASHMIR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,RAILWAYS KATRA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,RAJOURI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,RAMBAN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,REASI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,SAMBA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,SHOPIAN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,SOPORE,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,UDHAMPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jammu & Kashmir,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,BOKARO,2013,0,0,0,0,0,0,0,0,4,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,CHAIBASA,2013,0,0,0,0,0,0,0,0,8,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,CHATRA,2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,DEOGHAR,2013,0,0,0,0,0,0,1,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,DHANBAD,2013,0,0,0,0,0,0,2,0,4,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,DHANBAD RLY.,2013,0,0,0,0,0,0,0,0,1,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,DUMKA,2013,0,0,0,0,0,0,1,0,7,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,GARHWA,2013,0,2,0,0,0,0,7,0,14,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,GIRIDIH,2013,1,1,1,0,0,0,0,0,5,20,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,GODDA,2013,0,0,0,0,0,0,0,0,7,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,GUMLA,2013,0,6,6,0,0,0,7,0,19,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,HAZARIBAGH,2013,0,0,0,0,0,0,0,0,8,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,JAMSHEDPUR,2013,0,3,0,0,0,1,22,0,46,20,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,JAMSHEDPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,JAMTARA,2013,0,1,0,0,0,0,5,0,19,18,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,KHUNTI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,KODERMA,2013,0,0,0,0,0,0,1,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,LATEHAR,2013,0,0,0,0,0,0,0,0,8,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,LOHARDAGGA,2013,0,0,0,0,0,0,0,0,6,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,PAKUR,2013,0,0,0,0,0,0,0,0,3,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,PALAMU,2013,0,0,0,0,0,0,7,0,7,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,RAMGARH,2013,0,0,0,0,0,0,6,0,10,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,RANCHI,2013,0,0,0,0,0,0,3,0,8,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,SAHEBGANJ,2013,0,0,0,0,0,0,6,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,SARAIKELA,2013,0,2,0,0,0,0,3,0,5,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,SIMDEGA,2013,0,0,0,0,0,0,0,0,2,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Jharkhand,ZZ TOTAL,2013,1,15,7,0,0,1,71,0,195,106,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BAGALKOT,2013,2,0,0,0,0,0,0,0,11,11,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BANGALORE COMMR.,2013,0,0,0,0,0,0,1,0,8,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BANGALORE RURAL,2013,0,0,0,0,0,0,6,0,13,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BELGAUM,2013,0,1,0,0,0,0,0,0,10,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BELLARY,2013,0,0,0,0,0,0,0,0,17,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BIDAR,2013,0,0,0,0,0,0,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,BIJAPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,CBPURA,2013,0,2,0,0,0,0,0,0,13,11,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,CHAMARAJNAGAR,2013,0,0,0,0,0,0,0,0,6,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,CHICKMAGALUR,2013,0,0,0,0,0,0,0,0,1,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,CHITRADURGA,2013,0,2,0,0,0,0,3,0,6,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,DAKSHIN KANNADA,2013,0,1,0,0,0,0,0,0,12,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,DAVANAGERE,2013,0,1,1,0,0,0,5,0,20,16,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,DHARWAD COMMR.,2013,0,1,0,0,0,0,0,0,8,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,DHARWAD RURAL,2013,0,0,0,0,0,0,0,0,7,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,GADAG,2013,0,0,0,0,0,0,0,0,2,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,GULBARGA,2013,0,0,0,0,0,0,6,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,HASSAN,2013,0,0,0,0,0,0,0,0,2,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,HAVERI,2013,0,0,0,0,0,0,14,0,14,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,K.G.F.,2013,0,0,0,0,0,0,3,0,4,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,KODAGU,2013,1,4,0,0,0,0,0,0,6,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,KOLAR,2013,0,0,0,0,0,0,0,0,10,10,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,KOPPAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,MANDYA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,MANGALORE CITY,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,MYSORE COMMR.,2013,0,0,0,0,0,0,0,0,16,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,MYSORE RURAL,2013,0,0,0,0,0,0,0,0,43,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,RAICHUR,2013,1,2,1,0,0,0,0,14,25,21,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,RAILWAYS,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,RAMANAGAR,2013,0,0,0,0,0,0,0,0,2,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,SHIMOGA,2013,0,0,0,0,0,0,0,0,3,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,TUMKUR,2013,1,3,0,0,0,0,5,0,16,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,UDUPI,2013,0,2,0,0,0,0,2,0,10,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,UTTAR KANNADA,2013,0,0,0,0,0,0,0,0,0,10,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,YADGIRI,2013,0,0,0,0,0,0,0,0,17,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Karnataka,ZZ TOTAL,2013,5,19,2,0,0,0,45,14,303,147,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,ALAPUZHA,2013,0,0,0,0,0,0,1,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,ERNAKULAM COMMR.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,ERNAKULAM RURAL,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,IDUKKI,2013,0,6,0,0,0,0,4,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KANNUR,2013,0,6,0,0,0,0,4,0,1,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KASARGOD,2013,0,11,0,0,0,0,5,0,0,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KOLLAM COMMR.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KOLLAM RURAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KOTTAYAM,2013,0,0,0,0,0,0,0,0,2,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KOZHIKODE COMMR.,2013,0,0,0,0,0,0,1,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,KOZHIKODE RURAL,2013,0,2,0,0,0,0,3,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,MALAPPURAM,2013,0,1,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,PALAKKAD,2013,0,4,1,0,0,0,2,0,1,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,PATHANAMTHITTA,2013,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,RAILWAYS,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,THRISSUR COMMR.,2013,0,0,0,0,0,0,1,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,THRISSUR RURAL,2013,0,0,0,0,0,0,2,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,TRIVANDRUM COMMR.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,TRIVANDRUM RURAL,2013,0,4,0,0,0,0,3,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,WAYANADU,2013,0,9,0,0,0,0,5,0,1,9,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Kerala,ZZ TOTAL,2013,0,44,1,0,0,0,31,0,5,54,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,AGAR,2013,3,3,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,ALIRAJPUR,2013,0,3,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,ANUPPUR,2013,1,9,2,0,0,0,3,0,0,15,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,ASHOK NAGAR,2013,0,3,1,0,0,0,3,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BALAGHAT,2013,1,7,0,0,0,0,7,0,0,16,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BARWANI,2013,1,10,0,0,0,0,2,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BETUL,2013,3,18,2,0,0,0,16,0,0,33,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BHIND,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BHOPAL,2013,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BHOPAL RLY.,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,BURHANPUR,2013,0,2,0,0,0,0,1,0,0,15,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,CHHATARPUR,2013,1,1,0,0,0,0,2,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,CHHINDWARA,2013,1,26,4,0,0,0,4,0,0,42,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,DAMOH,2013,1,4,0,0,0,0,7,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,DATIYA,2013,0,1,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,DEWAS,2013,1,6,2,0,0,0,0,0,0,19,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,DHAR,2013,3,17,3,0,0,0,9,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,DINDORI,2013,0,15,3,0,0,0,0,0,0,20,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,GUNA,2013,1,3,0,0,0,0,9,0,0,10,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,GWALIOR,2013,0,2,0,0,0,0,8,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,HARDA,2013,0,5,1,0,0,0,5,0,0,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,HOSHANGABAD,2013,3,12,0,0,0,0,13,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,INDORE,2013,1,6,1,0,0,0,0,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,INDORE RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,JABALPUR,2013,1,12,0,0,0,1,10,0,0,26,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,JABALPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,JHABUA,2013,0,1,1,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,KATNI,2013,2,2,0,0,0,0,1,0,0,11,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,KHANDWA,2013,1,15,3,0,0,0,0,0,0,35,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,KHARGON,2013,0,11,2,0,0,0,11,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,MANDLA,2013,0,15,1,0,0,0,1,0,0,23,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,MANDSAUR,2013,1,4,0,0,0,0,4,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,MORENA,2013,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,NARSINGHPUR,2013,0,11,0,0,0,0,13,0,0,13,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,NEEMUCH,2013,1,1,0,0,0,0,3,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,PANNA,2013,0,2,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,RAISEN,2013,0,9,1,0,0,0,16,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,RAJGARH,2013,0,7,0,0,0,0,3,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,RATLAM,2013,0,3,0,0,0,0,4,0,0,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,REWA,2013,1,4,0,0,0,1,2,0,0,60,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SAGAR,2013,1,10,4,0,0,1,12,0,0,26,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SATNA,2013,1,8,1,0,0,0,0,0,0,15,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SEONI,2013,3,17,3,0,0,0,4,0,0,20,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SHAHDOL,2013,1,6,3,0,0,0,1,0,0,34,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SHAJAPUR,2013,0,2,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SHEOPUR,2013,1,1,0,0,0,0,11,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SHIVPURI,2013,1,9,0,0,0,2,1,0,0,16,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SIDHI,2013,0,5,2,0,0,0,2,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SIHORE,2013,1,7,0,0,0,0,7,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,SINGRAULI,2013,0,5,4,0,0,0,1,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,TIKAMGARH,2013,0,4,0,0,0,0,1,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
