STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,CRIME_GROUP,SOURCE_FILE
TAMIL NADU,THIRUNELVELI URBAN,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,THIRUVALLUR,2004,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,THIRUVANNAMALAI,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,THIRUVARUR,2004,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,THOOTHUGUDI,2004,1.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,TRICHY RLY.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,TRICHY RURAL,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,TRICHY URBAN,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,VELLORE,2004,0.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,29,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,VILLUPURAM,2004,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,VIRUDHUNAGAR,2004,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TAMIL NADU,TOTAL,2004,71.0,166.0,93.0,0.0,3.0,20.0,6.0,0.0,0.0,5.0,29.0,393,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TRIPURA,DHALAI,2004,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TRIPURA,NORTH,2004,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TRIPURA,SOUTH,2004,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TRIPURA,WEST,2004,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
TRIPURA,TOTAL,2004,5.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,59,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,AGRA,2004,7.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,ALIGARH,2004,22.0,28.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,120,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,ALLAHABAD,2004,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,AMBEDKAR NAGAR,2004,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,AURAIYA,2004,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,AZAMGARH,2004,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BADAUN,2004,13.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BAGHPAT,2004,13.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,43,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BAHRAICH,2004,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BALLIA,2004,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BALRAMPUR,2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BANDA,2004,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BARABANKI,2004,2.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BAREILLY,2004,24.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BASTI,2004,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BIJNOR,2004,17.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,BULANDSHAHAR,2004,28.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,CHANDOLI,2004,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,CHITRAKOOT DHAM,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,DEORIA,2004,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,ETAH,2004,11.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,ETAWAH,2004,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,FAIZABAD,2004,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,FATEHGARH,2004,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,FATEHPUR,2004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,FIROZABAD,2004,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,GHAZIABAD,2004,33.0,15.0,70.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,11.0,153,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,GHAZIPUR,2004,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,GONDA,2004,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,GORAKHPUR,2004,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,HAMIRPUR,2004,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,HARDOI,2004,11.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,HATHRAS,2004,14.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,J.P.NAGAR,2004,10.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,JALAUN,2004,8.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,JAUNPUR,2004,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,JHANSI,2004,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KANNAUJ,2004,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KANPUR DEHAT,2004,6.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KANPUR NAGAR,2004,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KAUSHAMBI,2004,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KHIRI,2004,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,KUSHI NAGAR,2004,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,LALITPUR,2004,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,LUCKNOW,2004,9.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MAHARAJGANJ,2004,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MAHOBA,2004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MAINPURI,2004,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MATHURA,2004,3.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MAU,2004,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MEERUT,2004,32.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,70,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MIRZAPUR,2004,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MORADABAD,2004,13.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,MUZAFFARNAGAR,2004,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,PILIBHIT,2004,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,PRATAPGARH,2004,4.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,RAIBAREILLY,2004,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,RAMPUR,2004,7.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SAHARANPUR,2004,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SANT KABIRNAGAR,2004,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SHAHJAHANPUR,2004,12.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SHRAWASTI,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SIDHARTHNAGAR,2004,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SITAPUR,2004,5.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SONBHADRA,2004,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,ST.RAVIDASNAGAR,2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,SULTANPUR,2004,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,UNNAO,2004,14.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,70,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,VARANASI,2004,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTAR PRADESH,TOTAL,2004,528.0,394.0,735.0,2.0,4.0,0.0,23.0,0.0,0.0,1.0,234.0,1921,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,ALMORA,2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,BAGESHWAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,CHAMOLI,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,CHAMPAWAT,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,DEHRADUN,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,HARIDWAR,2004,2.0,12.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,24,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,NAINITAL,2004,1.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,29,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,PAURI GARHWAL,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,PITHORAGARH,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,RUDRA PRAYAG,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,TEHRI GARHWAL,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,UDHAMSINGH NAGAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,UTTARKASHI,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
UTTARAKHAND,TOTAL,2004,4.0,17.0,2.0,1.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,57,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,24 PARGANAS NORTH,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,24 PARGANAS SOUTH,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,ASANSOL,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,BANKURA,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,BIRBHUM,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,BURDWAN,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,COOCHBEHAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,DAKSHIN DINAJPUR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,DARJEELING,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,HOOGHLY,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,HOWRAH,2004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,HOWRAH CITY,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,HOWRAH G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,JALPAIGURI,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,KHARAGPUR G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,KOLKATA,2004,2.0,19.0,48.0,0.0,0.0,0.0,10.0,9.0,3.0,0.0,43.0,134,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,MALDA,2004,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,41,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,MURSHIDABAD,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,NADIA,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,PASCHIM MIDNAPUR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,PURAB MIDNAPUR,2004,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,PURULIA,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,SEALDAH G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,SILIGURI G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,UTTAR DINAJPUR,2004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
WEST BENGAL,TOTAL,2004,2.0,19.0,99.0,0.0,1.0,0.0,13.0,9.0,12.0,8.0,43.0,206,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
A & N ISLANDS,ANDAMAN,2004,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
A & N ISLANDS,NICOBAR,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
A & N ISLANDS,TOTAL,2004,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
CHANDIGARH,CHANDIGARH,2004,3.0,13.0,36.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,66,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
CHANDIGARH,TOTAL,2004,3.0,13.0,36.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,66,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
D & N HAVELI,D and N HAVELI,2004,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
D & N HAVELI,TOTAL,2004,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2001_2012.csv
