STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against SCs,CRIME_GROUP,SOURCE_FILE
West Bengal,HOWRAH,2013,0,0,0,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,HOWRAH CITY,2013,0,0,0,0,0,0,0,0,3,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,HOWRAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,JALPAIGURI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,JHARGRAM,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,KHARAGPUR G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,KOLKATA,2013,0,0,0,0,0,0,0,0,4,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,MALDA,2013,0,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,MURSHIDABAD,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,NADIA,2013,0,0,0,0,0,0,0,0,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,PASCHIM MIDNAPUR,2013,0,0,0,0,0,0,0,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,PURAB MIDNAPUR,2013,0,0,0,0,0,0,1,0,7,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,PURULIA,2013,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,SEALDAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,SILIGURI G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,SILIGURI_PC,2013,0,0,0,0,0,0,0,0,5,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,UTTAR DINAJPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
West Bengal,TOTAL,2013,0,2,2,0,0,1,2,0,35,73,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
A&N Islands,CAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
A&N Islands,NORTH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
A&N Islands,SOUTH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
A&N Islands,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chandigarh,CHANDIGARH,2013,0,0,0,0,0,0,0,0,2,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chandigarh,TOTAL,2013,0,0,0,0,0,0,0,0,2,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
D&N Haveli,D&N HAVELI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
D&N Haveli,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Daman & Diu,DAMAN,2013,0,0,0,0,0,0,1,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Daman & Diu,DIU,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Daman & Diu,TOTAL,2013,0,0,0,0,0,0,1,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,CENTRAL,2013,0,0,0,0,0,0,0,0,4,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,CRIME BRANCH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,EAST,2013,0,0,0,0,0,0,0,0,2,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,GRP(RLY),2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,IGI AIRPORT,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,METRO RAIL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,NEW DELHI,2013,0,0,0,0,0,0,0,1,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,NORTH,2013,0,0,0,0,0,0,0,0,2,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,NORTH-EAST,2013,0,0,0,0,0,0,0,0,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,NORTH-WEST,2013,0,0,0,0,0,0,0,0,3,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,OUTER,2013,0,0,0,0,0,0,0,0,1,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,SOUTH,2013,0,0,0,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,SOUTH-EAST,2013,0,0,0,0,0,0,0,1,3,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,SOUTH-WEST,2013,0,0,0,0,0,0,0,0,4,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,STF,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,WEST,2013,0,0,0,0,0,0,0,1,3,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Delhi UT,TOTAL,2013,0,0,0,0,0,0,0,3,26,26,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Lakshadweep,LAKSHADWEEP,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Lakshadweep,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Puducherry,KARAIKAL,2013,0,1,0,0,0,0,0,3,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Puducherry,PUDUCHERRY,2013,0,0,0,0,0,0,0,12,4,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Puducherry,TOTAL,2013,0,1,0,0,0,0,0,15,4,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
