STATE,DISTRICT,YEAR,"Protection of Civil Rights Act, 1955",POA_Murder,POA_Attempt to commit Murder,POA_Rape,POA_Attempt to commit Rape,POA_Assault on women with intent to outrage her Modesty,POA_Sexual Harassment,POA_Assault on women with intent to Disrobe,POA_Voyeurism,POA_Stalking,POA_Other Sexual Harassment,POA_Insult to the Modesty of women,POA_Kidnapping & Abduction_GrandTotal,POA_Kidnaping & Abduction_Total,POA_Kidnaping & Abduction in order to Murder,POA_Kidnapping for Ransom,POA_Kidnapping & Abduction of Women to compel her for marriage,POA_Other Kidnapping,POA_Dacoity,POA_Dacoity with Murder,POA_Other Dacoity,POA_Robbery,POA_Arson,POA_Grievous Hurt,POA_Hurt,POA_Acid attack,POA_Attempt to Acid Attack,POA_Riots,POA_Other IPC crimes,POA_SC / ST (Prevention of Atrocities) Act only,"Total of SC/ST (Prevention of Atrocities) Act ,1989",IPC_Murder,IPC_Attempt to commit Murder,IPC_Rape,IPC_Attempt to commit Rape,IPC_Assault on women with intent to outrage her Modesty,IPC_Sexual Harassment,IPC_Assault on women with intent to Disrobe,IPC_Voyeurism,IPC_Stalking,IPC_Other Sexual Harassment,IPC_Insult to the Modesty of women,IPC_Kidnapping & Abduction,IPC_Kidnaping & Abduction,IPC_Kidnaping & Abduction in order to Murder,IPC_Kidnapping for Ransom,IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_Other Kidnapping,IPC_Dacoity,IPC_Dacoity with Murder,IPC_Other Dacoity,IPC_Robbery,IPC_Arson,IPC_Grievous Hurt,IPC_Hurt,IPC_Acid attack,IPC_Attempt to Acid Attack,IPC_Riots,IPC_Other IPC crimes,Total IPC Crimes against STs,"Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",Other SLL Crime against STs,Total crimes against STs,CRIME_GROUP,SOURCE_FILE
Bihar,Arwal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Aurangabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Bagaha,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Banka,2014,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Begusarai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Bettiah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Bhabhua,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Bhagalpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Bhojpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Buxar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Darbhanga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Gaya,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Gopalganj,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Jamalpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Jamui,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Jehanabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Katihar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Katihar Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Khagaria,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Kishanganj,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Lakhisarai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Madhepura,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Madhubani,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Motihari,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Munger,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Muzaffarpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Muzaffarpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Nalanda,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Naugachia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Nawadah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Patna,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Patna Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Purnea,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Rohtas,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Saharsa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Samastipur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Saran,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Sheikhpura,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Sheohar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Sitamarhi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Siwan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Supaul,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Vaishali,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Economic Offences Unit,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Anti Terrorist Squad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Bihar,Total,2014,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,1,12,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Balod,2014,0,1,0,8,0,4,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Balodbazar,2014,0,0,0,3,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Balrampur,2014,0,1,0,13,0,9,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,40,65,1,0,0,0,9,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,76,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Bemetra,2014,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Bilaspur,2014,0,0,0,3,0,6,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Bizapur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Dantewara,2014,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Dhamtari,2014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,2,0,1,0,1,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,49,59,0,0,69,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Durg,2014,0,1,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Gariyaband,2014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,G. R. P. Raipur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Jagdalpur,2014,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Janjgir,2014,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Jashpur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Kabirdham,2014,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Kanker,2014,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Kondagaon,2014,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Korba,2014,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Koriya,2014,0,0,1,14,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Mahasamund,2014,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,2,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,34,0,0,38,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Mungali,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Narayanpur,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Raigarh,2014,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,27,44,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,54,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Raipur,2014,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,12,0,9,0,0,0,0,9,0,13,12,0,0,1,0,0,0,0,0,1,0,0,0,0,2,89,127,0,4,136,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Rajnandgaon,2014,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Sarguja,2014,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Sukma,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Surajpur,2014,0,2,0,9,0,16,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,4,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Chhattisgarh,Total,2014,0,9,2,109,0,66,18,2,0,2,44,0,9,2,0,0,2,5,0,0,0,0,0,22,22,0,0,6,48,204,475,3,1,13,0,30,9,0,0,0,21,1,21,18,0,0,1,2,0,0,0,0,1,2,2,0,0,2,166,240,0,6,721,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Goa,North Goa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2014.csv
Goa,South Goa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2014.csv
